Station, Station Name, Elevation, Latitude, Longitude, Date, DPNP, DPNT, DPT90, DX32,Normalized DPNT,Normalized Elevation,Normalized DPNP, DPNT Class, Elevation Class, DPNP Class, Normalized Latitude, Normalized Longitude, Latitude Class, Longitude Class
COOP:253755,HEMINGFORD NE US,1301.5,42.3208,-103.0733,4,41,-2,0,1,0.017932868,1.609925072,0.019215242, Normal, High, Normal,0.076774202,-0.421348792,Central,Central
COOP:144665,LEOTI 1 SE KS US,1009.5,38.4795,-101.3657,4,-110,-1,0,0,0.097648633,0.982259537,-1.23571221, Normal, Normal, Dry,-0.020957294,-0.29304275,Central,Central
COOP:300785,BOONVILLE 4 SSW NY US,472.4,43.4361,-75.3697,4,57,-17,0,1,-1.177803612,-0.172258132,0.152187688, Cold, Normal, Normal,0.105149996,1.66025069,Central,East
COOP:166660,NEW ORLEANS INTERNATIONAL AIRPORT LA US,1.2,29.9933,-90.2511,4,-229,-4,0,0,-0.141498663,-1.185121147,-2.224694772, Normal, Low, Very Dry,-0.236865715,0.542088627,Central,Central
COOP:154202,JACKSON JULIAN CARROLL AIRPORT KY US,416.1,37.59139,-83.31444,4,160,33,0,0,2.807984653,-0.293277206,1.008197804, Very Warm, Normal, Wet,-0.043552852,1.063296984,Central,East
COOP:154208,JAMESTOWN KY US,271.3,37.0055,-85.0616,4,366,7,0,0,0.735374755,-0.604530527,2.720218038, Normal, Normal, Very Wet,-0.05845924,0.932018474,Central,Central
COOP:243176,FORT PECK POWER PLAN MT US,630.9,48.0119,-106.4117,4,3,-17,0,0,-1.177803612,0.16844388,-0.296594315, Cold, Normal, Normal,0.221568858,-0.67219026,Central,Central
COOP:093538,FORT STEWART GA US,28,31.8717,-81.6289,4,646,8,0,0,0.815090521,-1.127513489,5.04723583, Normal, Low, Very Wet,-0.189074904,1.189945477,Central,East
COOP:094676,JESUP 8 S GA US,30.5,31.5075,-81.8628,4,0,0,0,0,0.177364398,-1.12213964,-0.321526649, Normal, Low, Normal,-0.198340989,1.172370645,Central,East
COOP:476208,OCONTO 4 W WI US,201.2,44.8919,-87.955,4,105,-46,0,0,-3.489560806,-0.755213246,0.551105024, Very Cold, Normal, Normal,0.142188892,0.714613518,Central,Central
COOP:028499,TEMPE ASU AZ US,355.7,33.4258,-111.9216,4,-26,-8,12,0,-0.460361724,-0.423109392,-0.537606872, Normal, Normal, Normal,-0.14953503,-1.086194396,Central,West
COOP:478349,SUPERIOR US,192,46.7,-92.0167,4,254,-43,0,2,-3.25041351,-0.77498901,1.78941092, Very Cold, Normal, Wet,0.188191109,0.409424567,Central,Central
COOP:476200,OCONOMOWOC WI US,260.9,43.1002,-88.5036,4,92,-22,0,0,-1.576382438,-0.626885738,0.443064912, Cold, Normal, Normal,0.096603928,0.673392684,Central,Central
COOP:144695,LIBERAL KS US,863.8,37.0222,-100.9294,4,-98,-3,2,0,-0.061782898,0.669071631,-1.135982876, Normal, Normal, Dry,-0.058034353,-0.26025994,Central,Central
COOP:243113,FORT BENTON MT US,807.4,47.8305,-110.6609,4,-35,-7,0,0,-0.380645959,0.547837602,-0.612403873, Normal, Normal, Normal,0.216953626,-0.991467629,Central,Central
COOP:243110,FORT ASSINNIBOINE MT US,815.3,48.4982,-109.8014,4,-10,-19,0,0,-1.337235142,0.564818965,-0.404634427, Cold, Normal, Normal,0.233941447,-0.92688632,Central,Central
COOP:503368,GOLDSTREAM CREEK AK US,175.9,64.89389,-147.87528,4,0,0,0,4,0.177364398,-0.809596596,-0.321526649, Normal, Normal, Normal,0.651085463,-3.78769029,Central,West
COOP:243118,FORT BELKNAP 2 SW MT US,770.2,48.46278,-108.77917,4,0,0,0,0,0.177364398,0.467874733,-0.321526649, Normal, Normal, Normal,0.233040281,-0.850077767,Central,Central
COOP:345855,MIAMI OK US,245.4,36.8833,-94.8833,4,-182,-13,0,0,-0.858940551,-0.6602036,-1.834088214, Normal, Normal, Dry,-0.061568288,0.194033316,Central,Central
COOP:383470,GEORGETOWN CO AIRPORT SC US,9.1,33.3169,-79.3227,4,150,17,0,0,1.532532408,-1.168139785,0.925090026, Warm, Low, Normal,-0.152305697,1.363229265,Central,East
COOP:478316,MILWAUKEE WSFO DOUSMAN WI US,284.4,42.9675,-88.5497,4,55,-12,0,0,-0.779224785,-0.576371559,0.135566132, Normal, Normal, Normal,0.093227735,0.669928812,Central,Central
COOP:470516,BARABOO WI US,250.9,43.4583,-89.7269,4,426,-30,0,0,-2.214108561,-0.648381133,3.218864707, Very Cold, Normal, Very Wet,0.105714815,0.581476087,Central,Central
COOP:137594,SHELDON IA US,432.8,43.1808,-95.8528,4,-168,-6,0,0,-0.300930194,-0.257379897,-1.717737324, Normal, Normal, Dry,0.098654577,0.121186801,Central,Central
COOP:242409,DILLON WMCE MT US,1593.5,45.2127,-112.6447,4,-9,-7,0,0,-0.380645959,2.237590608,-0.396323649, Normal, Very High, Normal,0.150350781,-1.140526851,Central,West
COOP:233601,HANNIBAL WATER WORKS MO US,217,39.7233,-91.3719,4,33,-9,0,0,-0.540077489,-0.721250522,-0.04727098, Normal, Normal, Normal,0.010687835,0.457873698,Central,Central
COOP:424467,KAMAS 3 NW UT US,1975.4,40.6438,-111.2822,4,-37,-10,0,0,-0.619793255,3.058499746,-0.629025428, Normal, Very High, Normal,0.03410747,-1.038151012,Central,West
COOP:242404,DILLON AIRPORT MT US,1585,45.2575,-112.5544,4,12,7,0,0,0.735374755,2.219319522,-0.221797315, Normal, Very High, Normal,0.151490595,-1.133741869,Central,West
COOP:243142,FORTINE 2 NE MT US,926.6,48.78222,-114.87667,4,0,0,0,0,0.177364398,0.804062712,-0.321526649, Normal, Normal, Normal,0.241167569,-1.308233127,Central,West
COOP:468191,SISSONVILLE 1 SW WV US,187.5,38.51667,-81.64528,4,0,0,0,0,0.177364398,-0.784661937,-0.321526649, Normal, Normal, Normal,-0.020011604,1.188714713,Central,East
COOP:116080,NEW BOSTON DAM 17 IL US,167,41.1924,-91.0579,4,75,-14,0,0,-0.938656316,-0.828727497,0.301781689, Normal, Normal, Normal,0.048065114,0.481467102,Central,Central
COOP:345870,MINCO 2 SSW MESONET OK US,429.8,35.27222,-97.95528,4,0,0,0,0,0.177364398,-0.263828515,-0.321526649, Normal, Normal, Normal,-0.102557864,-0.036789826,Central,Central
COOP:253735,HEBRON NE US,451.1,40.175,-97.5902,4,-61,-5,0,0,-0.221214428,-0.218043324,-0.828484096, Normal, Normal, Normal,0.022180121,-0.00935836,Central,Central
COOP:426869,PINE VIEW DAM UT US,1505.7,41.2578,-111.8378,4,-30,-14,0,0,-0.938656316,2.04886104,-0.570849984, Normal, Very High, Normal,0.04972904,-1.079897813,Central,West
COOP:301309,CENTERPORT NY US,9.1,40.8838,-73.3722,4,-125,-10,0,0,-0.619793255,-1.168139785,-1.360373877, Normal, Low, Dry,0.040213621,1.810339305,Central,East
COOP:507251,PETERSBURG 1 AK US,32.6,56.8055,-132.9372,4,454,8,0,0,0.815090521,-1.117625607,3.451566487, Normal, Low, Very Wet,0.445298242,-2.665269393,Central,West
COOP:425582,MEXICAN HAT UT US,1252.4,37.1497,-109.8675,4,-31,0,0,0,0.177364398,1.504382683,-0.579160761, Normal, High, Normal,-0.054790461,-0.931852957,Central,Central
COOP:418924,TERLINGUA TX US,802.5,29.3485,-103.595,4,-47,9,20,0,0.894806286,0.537304859,-0.712133207, Normal, Normal, Normal,-0.253270908,-0.460548407,Central,Central
COOP:508375,SEWARD 8 NW AK US,129.2,60.1883,-149.6274,4,0,0,0,0,0.177364398,-0.909980091,-0.321526649, Normal, Normal, Normal,0.531364444,-3.919341487,Central,West
COOP:508377,SEWARD 19 N AK US,157.9,60.3538,-149.3483,4,0,0,0,0,0.177364398,-0.848288307,-0.321526649, Normal, Normal, Normal,0.535575144,-3.898370406,Central,West
COOP:665693,MAGUEYES ISLAND US,3.7,17.9722,-67.0461,4,-370,3,2,0,0.416511694,-1.179747299,-3.396514446, Normal, Low, Very Dry,-0.542710112,2.285671265,Central,Far East
COOP:035046,MOUNTAIN VIEW AR US,218.2,35.8445,-92.0979,4,254,0,0,0,0.177364398,-0.718671075,1.78941092, Normal, Normal, Wet,-0.087997747,0.403323343,Central,Central
COOP:138688,WASHINGTON IA US,209.4,41.2824,-91.7078,4,137,-18,0,0,-1.257519377,-0.737587022,0.817049914, Cold, Normal, Normal,0.05035492,0.432634766,Central,Central
COOP:505136,KUPARUK AK US,19.5,70.3289,-149.6114,4,-7,17,0,28,1.532532408,-1.145784574,-0.379702093, Warm, Low, Normal,0.789364602,-3.918139275,Central,West
COOP:368361,SPRINGBORO 3 WNW PA US,306.3,41.8162,-80.4249,4,81,1,0,1,0.257080164,-0.529296644,0.351646356, Normal, Normal, Normal,0.063936019,1.280411907,Central,East
COOP:417458,RAYMONDVILLE TX US,9.4,26.4819,-97.8097,4,0,0,4,0,0.177364398,-1.167494923,-0.321526649, Normal, Low, Normal,-0.326203797,-0.025851202,Central,Central
COOP:035036,MOUNTAIN HOME 1 NNW AR US,243.8,36.3458,-92.3939,4,44,-5,0,0,-0.221214428,-0.663642863,0.044147576, Normal, Normal, Normal,-0.075243523,0.381082427,Central,Central
COOP:049203,VACAVILLE NUT TREE AIRPORT CA US,33.2,38.3775,-121.9575,4,19,18,0,0,1.612248174,-1.116335883,-0.16362187, Warm, Low, Normal,-0.023552408,-1.840274164,Central,West
COOP:247382,SAVAGE MT US,602,47.4536,-104.3379,4,36,-24,0,2,-1.735813969,0.106322188,-0.022338647, Cold, Normal, Normal,0.207364424,-0.516368598,Central,Central
COOP:405035,LANCASTER EDGAR EVINS TN US,192,36.0827,-85.826,4,206,11,0,0,1.054237817,-0.77498901,1.390493585, Warm, Normal, Wet,-0.081937391,0.87458281,Central,Central
COOP:094648,JASPER 1 NNW GA US,446.5,34.4758,-84.4461,4,79,-7,0,0,-0.380645959,-0.227931205,0.3350248, Normal, Normal, Normal,-0.122820619,0.978266055,Central,Central
COOP:081986,CRESTVIEW BOB SIKES AIRPORT FL US,57.9,30.77972,-86.5225,4,1061,15,0,0,1.373100878,-1.063242257,8.49620863, Warm, Low, Very Wet,-0.216857384,0.822249033,Central,Central
COOP:518549,PUU O HOKU RANCH 542.1 HI US,205.4,21.1447,-156.7329,4,0,0,0,0,0.177364398,-0.74618518,-0.321526649, Normal, Normal, Normal,-0.461994425,-4.453236183,Central,West
COOP:190770,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,4,-50,0,0,0,0.177364398,-1.179747299,-0.73706554, Normal, Low, Normal,0.077786805,1.98778575,Central,East
COOP:020100,ALAMO DAM AZ US,393.2,34.228,-113.5777,4,-1,24,14,0,2.090542765,-0.342501661,-0.329837426, Very Warm, Normal, Normal,-0.12912522,-1.21063082,Central,West
COOP:461579,CHARLESTON WSFO WV US,279.8,38.3138,-81.7186,4,-69,24,0,0,2.090542765,-0.586259441,-0.894970319, Very Warm, Normal, Normal,-0.025173083,1.183205578,Central,East
COOP:081978,CRESCENT CITY FL US,16.2,29.425,-81.5161,4,-152,11,1,0,1.054237817,-1.152878055,-1.584764879, Warm, Low, Dry,-0.251324572,1.19842107,Central,East
COOP:461570,CHARLESTON YEAGER AIRPORT WV US,277.4,38.3794,-81.59,4,-25,27,0,0,2.329690061,-0.591418336,-0.529296094, Very Warm, Normal, Normal,-0.023504068,1.192868355,Central,East
COOP:138693,WASHTA IA US,353.6,42.5738,-95.7133,4,0,0,0,0,0.177364398,-0.427623425,-0.321526649, Normal, Normal, Normal,0.083211103,0.131668584,Central,Central
COOP:035018,MOUNTAINBURG 2 NE AR US,241.7,35.6494,-94.1541,4,-63,-20,0,0,-1.416950908,-0.668156896,-0.845105652, Cold, Normal, Normal,-0.092961539,0.248824113,Central,Central
COOP:411761,CLARENDON TX US,850.4,34.9414,-100.9126,4,-218,-2,1,0,0.017932868,0.640267801,-2.133276216, Normal, Normal, Very Dry,-0.110974685,-0.258997617,Central,Central
COOP:356820,POWERS OR US,70.1,42.8886,-124.0688,4,-283,0,0,0,0.177364398,-1.037017875,-2.673476775, Normal, Low, Very Dry,0.091220338,-1.99891351,Central,West
COOP:099291,WEST POINT GA US,175.3,32.879,-85.1809,4,0,0,0,0,0.177364398,-0.810886319,-0.321526649, Normal, Normal, Normal,-0.163446879,0.923054483,Central,Central
COOP:042012,CORCORAN IRRIG DIST CA US,61,36.0975,-119.5817,4,-59,33,1,0,2.807984653,-1.056578685,-0.811862541, Very Warm, Low, Normal,-0.081560845,-1.661760756,Central,West
COOP:348900,TISHOMINGO 6 N MESONET OK US,267.9,34.3326,-96.679,4,0,0,0,0,0.177364398,-0.611838961,-0.321526649, Normal, Normal, Normal,-0.126463956,0.059107595,Central,Central
COOP:503304,GLENNALLEN KCAM AK US,421.5,62.1086,-145.5328,4,-4,-8,0,2,-0.460361724,-0.281669693,-0.35476976, Normal, Normal, Normal,0.580221287,-3.611680488,Central,West
COOP:205390,MERRILL 1 N MI US,203.6,43.4155,-83.2894,4,0,0,0,0,0.177364398,-0.750054351,-0.321526649, Normal, Normal, Normal,0.104625884,1.065178446,Central,East
COOP:067958,STAFFORDVILLE CT US,224.3,41.9984,-72.2606,4,-13,-20,0,0,-1.416950908,-0.705558884,-0.42956676, Cold, Normal, Normal,0.068571605,1.893862962,Central,East
COOP:036928,SUBIACO AR US,152.4,35.3028,-93.6369,4,9,-23,0,0,-1.656098204,-0.860110774,-0.246729648, Cold, Normal, Normal,-0.101779839,0.287685606,Central,Central
COOP:252680,ELSMERE NE US,808.9,42.1717,-100.0106,4,-115,6,0,0,0.65565899,0.551061912,-1.277266099, Normal, Normal, Dry,0.072980755,-0.191222933,Central,Central
COOP:167738,RED RIVER RESEARCH STATION LA US,47.2,32.4219,-93.638,4,-149,-9,1,0,-0.540077489,-1.08624233,-1.559832545, Normal, Low, Dry,-0.175076552,0.287602954,Central,Central
COOP:247342,SAND CREEK MT US,887,47.5775,-108.7272,4,-103,-3,0,1,-0.061782898,0.718940947,-1.177536765, Normal, Normal, Dry,0.210516725,-0.846172833,Central,Central
COOP:036920,STUTTGART 9 ESE AR US,60.4,34.4744,-91.4172,4,141,-1,0,0,0.097648633,-1.057868409,0.850293026, Normal, Low, Normal,-0.122856238,0.454469936,Central,Central
COOP:020159,ALPINE AZ US,2453.6,33.8492,-109.1469,4,-56,0,0,0,0.177364398,4.086409538,-0.786930207, Normal, Very High, Normal,-0.138762762,-0.877708348,Central,Central
COOP:348879,TIPTON 4 S OK US,386.8,34.43972,-99.1375,4,0,0,5,0,0.177364398,-0.356258714,-0.321526649, Normal, Normal, Normal,-0.123738577,-0.125619744,Central,Central
COOP:511303,HAWAII VOL NATIONAL PARK HQ 54 HI US,1210.4,19.4297,-155.2562,4,347,0,0,0,0.177364398,1.414102023,2.562313259, Normal, High, Very Wet,-0.505627964,-4.342279558,Central,West
COOP:340830,BLANCHARD 2 SSW OK US,388.6,35.11833,-97.67,4,-159,9,0,0,0.894806286,-0.352389543,-1.642940324, Normal, Normal, Dry,-0.106473179,-0.015354391,Central,Central
COOP:354622,LA GRANDE OR US,839.7,45.3167,-118.0747,4,84,5,0,0,0.575943225,0.617267729,0.376578689, Normal, Normal, Normal,0.152996779,-1.548527442,Central,West
COOP:343628,GOODWELL RESEARCH STATION OK US,999.1,36.5913,-101.618,4,-98,8,1,0,0.815090521,0.959904326,-1.135982876, Normal, Normal, Dry,-0.068997439,-0.312000125,Central,Central
COOP:190736,EAST MILTON BLUE HILL OBSERVATORY MA US,190.5,42.2123,-71.1137,4,0,0,0,0,0.177364398,-0.778213319,-0.321526649, Normal, Normal, Normal,0.074013713,1.980038998,Central,East
COOP:138706,WATERLOO MUNICIPAL AIRPORT IA US,264.6,42.5544,-92.4011,4,353,-30,0,0,-2.214108561,-0.618932442,2.612177926, Very Cold, Normal, Very Wet,0.082717522,0.380541431,Central,Central
COOP:247425,SCOBEY 4 NW MT US,723.6,48.8306,-105.4758,4,52,-36,0,0,-2.692403153,0.367706192,0.110633799, Very Cold, Normal, Normal,0.242398467,-0.601868391,Central,Central
COOP:232981,FORT LEONARD WOOD MO US,325.5,37.748,-92.1049,4,0,10,0,0,0.974522051,-0.488025486,-0.321526649, Normal, Normal, Normal,-0.039568334,0.402797375,Central,Central
COOP:664614,HUMACAO NATURAL RESERVE US,2.7,18.1505,-66.7719,4,0,0,0,0,0.177364398,-1.181896838,-0.321526649, Normal, Low, Normal,-0.538173751,2.306274167,Central,Far East
COOP:143153,GOODLAND RENNER FIELD KS US,1114.3,39.36722,-101.69333,4,-115,12,0,0,1.133953582,1.207531277,-1.277266099, Warm, High, Dry,0.001628342,-0.317660288,Central,Central
COOP:368400,SPRINGTOWN 1 NNE PA US,262.1,40.5711,-75.2781,4,47,1,0,0,0.257080164,-0.62430629,0.069079909, Normal, Normal, Normal,0.032257815,1.667133351,Central,East
COOP:354606,LACOMB 3 NNE OR US,158.5,44.6253,-122.7189,4,-33,10,0,0,0.974522051,-0.846998583,-0.595782317, Normal, Normal, Normal,0.135405975,-1.897484412,Central,West
COOP:049152,U C L A CA US,131.1,34.0697,-118.4427,4,-75,23,1,0,2.010827,-0.905895966,-0.944834986, Very Warm, Normal, Normal,-0.133152735,-1.576178311,Central,West
COOP:511339,HAWI 168 HI US,176.8,20.2402,-155.8388,4,0,0,0,0,0.177364398,-0.80766201,-0.321526649, Normal, Normal, Normal,-0.485006982,-4.386055091,Central,West
COOP:418996,THOMPSONS 3 WSW TX US,21.3,29.4821,-95.6314,4,-268,18,5,0,1.612248174,-1.141915403,-2.548815107, Warm, Low, Very Dry,-0.249871817,0.137822405,Central,Central
COOP:096838,PATTERSON GA US,32,31.3781,-82.1292,4,0,17,0,0,1.532532408,-1.118915331,-0.321526649, Warm, Low, Normal,-0.201633222,1.152353821,Central,East
COOP:411810,CLEVELAND TX US,59.7,30.3637,-95.084,4,-250,0,1,0,0.177364398,-1.059373086,-2.399221106, Normal, Low, Very Dry,-0.227441888,0.178953073,Central,Central
COOP:245144,LOLO HOT SPRINGS MT US,1272.5,46.7258,-114.533,4,0,0,0,0,0.177364398,1.547588427,-0.321526649, Normal, High, Normal,0.18884752,-1.282410371,Central,West
COOP:122620,ELNORA IN US,145.7,38.87,-87.09167,4,0,0,0,0,0.177364398,-0.874512689,-0.321526649, Normal, Normal, Normal,-0.011022077,0.779482606,Central,Central
COOP:445880,MUSTOE 1 SW VA US,725.4,38.3311,-79.6586,4,52,-7,0,0,-0.380645959,0.371575363,0.110633799, Normal, Normal, Normal,-0.024732931,1.337990333,Central,East
COOP:130923,BRITT IA US,378,43.1016,-93.8013,4,132,-28,0,0,-2.05467703,-0.375174662,0.775496025, Very Cold, Normal, Normal,0.096639547,0.275332881,Central,Central
COOP:033734,JONESBORO 2 NE AR US,94.5,35.849,-90.6589,4,282,-10,0,0,-0.619793255,-0.984569112,2.0221127, Normal, Normal, Very Wet,-0.087883256,0.511447256,Central,Central
COOP:042081,COVELO CA US,430.7,39.8158,-123.2444,4,0,0,0,0,0.177364398,-0.26189393,-0.321526649, Normal, Normal, Normal,0.013041248,-1.936969552,Central,West
COOP:294862,LAS VEGAS WASTE WATER PLANT NM US,1935.2,35.5677,-105.213,4,0,0,0,0,0.177364398,2.972088258,-0.321526649, Normal, Very High, Normal,-0.095040174,-0.582122064,Central,Central
COOP:049122,UKIAH CA US,193.9,39.1466,-123.2102,4,0,0,0,0,0.177364398,-0.770904885,-0.321526649, Normal, Normal, Normal,-0.003984738,-1.934399825,Central,West
COOP:132110,DECORAH IA US,262.1,43.3043,-91.7952,4,329,-32,0,0,-2.373540091,-0.62430629,2.412719258, Very Cold, Normal, Very Wet,0.101796701,0.426067685,Central,Central
COOP:259193,WESTON 3 NW NE US,406.9,41.2211,-96.7775,4,-56,-3,0,0,-0.061782898,-0.31305297,-0.786930207, Normal, Normal, Normal,0.048795308,0.051706479,Central,Central
COOP:338025,STEUBENVILLE OH US,302.4,40.3765,-80.6283,4,80,-10,0,0,-0.619793255,-0.537679848,0.343335578, Normal, Normal, Normal,0.027306744,1.265128791,Central,East
COOP:423348,GRANTSVILLE 2 W UT US,1386.8,40.602,-112.5076,4,-64,-2,0,0,0.017932868,1.793280792,-0.85341643, Normal, High, Normal,0.033043982,-1.1302254,Central,West
COOP:418942,TEXARKANA TX US,118.9,33.4368,-94.0773,4,44,-16,0,0,-1.098087847,-0.932120348,0.044147576, Cold, Normal, Normal,-0.149255165,0.254594729,Central,Central
COOP:369050,UNIONTOWN 1 NE PA US,291.4,39.915,-79.7191,4,-86,14,0,0,1.293385112,-0.561324783,-1.036253542, Warm, Normal, Dry,0.015565124,1.33344447,Central,East
COOP:143100,GLEN ELDER LAKE KS US,457.2,39.5038,-98.315,4,38,0,0,0,0.177364398,-0.204931133,-0.005717091, Normal, Normal, Normal,0.005103251,-0.06381855,Central,Central
COOP:245153,LOMA 1 WNW MT US,785.8,47.9362,-110.5023,4,-46,-25,0,0,-1.815529734,0.501407549,-0.703822429, Cold, Normal, Normal,0.219642877,-0.979550706,Central,Central
COOP:049111,TWITCHELL DAM CA US,177.4,34.988,-120.3211,4,-28,-12,2,0,-0.779224785,-0.806372286,-0.554228428, Normal, Normal, Normal,-0.109789074,-1.717317963,Central,West
COOP:411800,CLEBURNE TX US,238.7,32.3138,-97.4061,4,-173,-9,1,0,-0.540077489,-0.674605515,-1.759291213, Normal, Normal, Dry,-0.177826865,0.004474588,Central,Central
COOP:193505,HAVERHILL MA US,6.1,42.7594,-71.0602,4,-146,-5,0,0,-0.221214428,-1.174588404,-1.534900212, Normal, Low, Dry,0.087933193,1.984058894,Central,East
COOP:248902,WHITEFISH MT US,944.9,48.408,-114.3594,4,-28,-14,0,0,-0.938656316,0.843399285,-0.554228428, Normal, Normal, Normal,0.231646552,-1.269366375,Central,West
COOP:369042,UNION CITY FILTRATION PLANT PA US,426.7,41.9004,-79.861,4,0,0,0,1,0.177364398,-0.270492088,-0.321526649, Normal, Normal, Normal,0.06607826,1.322782355,Central,East
COOP:010655,BELLE MINA AL US,183.8,34.6891,-86.8819,4,172,-1,0,0,0.097648633,-0.792615234,1.107927138, Normal, Normal, Wet,-0.117393777,0.795244353,Central,Central
COOP:021282,CAREFREE AZ US,771.1,33.8161,-111.9019,4,-59,16,6,0,1.452816643,0.469809318,-0.811862541, Warm, Normal, Normal,-0.139604902,-1.084714173,Central,West
COOP:295937,MOSQUERO 1 NE NM US,1665.7,35.8022,-103.9438,4,-84,-1,0,0,0.097648633,2.392787361,-1.019631986, Normal, Very High, Dry,-0.089073956,-0.486756621,Central,Central
COOP:132171,DENISON IA US,427,42.0363,-95.3288,4,85,-30,0,0,-2.214108561,-0.269847226,0.384889467, Very Cold, Normal, Normal,0.069535868,0.160559234,Central,Central
COOP:248930,WHITE SULPHUR SPRNGS 2 MT US,1536.2,46.5436,-110.9,4,-88,0,0,0,0.177364398,2.114421995,-1.052875098, Normal, Very High, Dry,0.184211934,-1.00943318,Central,West
COOP:043191,FORT ROSS CA US,34.1,38.515,-123.2447,4,-39,0,0,0,0.177364398,-1.114401298,-0.645646984, Normal, Low, Normal,-0.020054092,-1.936992094,Central,West
COOP:242421,DIVIDE MT US,1630.7,45.751,-112.7547,4,28,-1,0,0,0.097648633,2.317553478,-0.088824869, Normal, Very High, Normal,0.164046369,-1.148792056,Central,West
COOP:302953,FORT PLAIN NY US,93,42.9383,-74.6228,4,0,0,0,0,0.177364398,-0.987793421,-0.321526649, Normal, Normal, Normal,0.09248482,1.716371434,Central,East
COOP:422253,DUCHESNE UT US,1682.5,40.1677,-110.395,4,-55,7,0,0,0.735374755,2.428899624,-0.778619429, Normal, Very High, Normal,0.021994392,-0.971488374,Central,Central
COOP:668812,SAN JUAN L M MARIN INTERNATIONAL AIRPORT US,2.7,18.4325,-66.01083,4,-153,22,9,0,1.931111235,-1.181896838,-1.593075657, Warm, Low, Dry,-0.530999023,2.36345962,Central,Far East
COOP:137669,SIDNEY 1 SSE IA US,347.5,40.736,-95.643,4,-117,-13,0,0,-0.858940551,-0.440735616,-1.293887655, Normal, Normal, Dry,0.036453249,0.136950802,Central,Central
COOP:248957,WIBAUX 2 E MT US,821.7,46.9878,-104.1567,4,56,-29,0,2,-2.134392795,0.578576017,0.14387691, Very Cold, Normal, Normal,0.195513402,-0.502753551,Central,Central
COOP:668814,WEATHER FORECAST OFFICE SAN JUAN US,3,18.4312,-65.9917,4,0,0,4,0,0.177364398,-1.181251976,-0.321526649, Normal, Low, Normal,-0.531032098,2.364897015,Central,Far East
COOP:137664,SIBLEY 3 NE IA US,466,43.4047,-95.7483,4,-131,-17,0,0,-1.177803612,-0.186015185,-1.410238544, Cold, Normal, Dry,0.104351107,0.129038746,Central,Central
COOP:446999,RADFROD 3 N VA US,548.6,37.2008,-80.5864,4,129,19,0,0,1.691963939,-0.008463222,0.750563692, Warm, Normal, Normal,-0.053490359,1.268277083,Central,East
COOP:295968,MOUNTAINAIR 8 NW NM US,2033.6,34.6241,-106.3102,4,0,-11,0,0,-0.69950902,3.183602945,-0.321526649, Normal, Very High, Normal,-0.119047526,-0.66456373,Central,Central
COOP:137678,SIGOURNEY IA US,243.8,41.3328,-92.1975,4,265,-24,0,0,-1.735813969,-0.663642863,1.880829477, Cold, Normal, Wet,0.051637212,0.395839575,Central,Central
