Station, Station Name, Elevation, Latitude, Longitude, Date, DPNP, DPNT, DPT90, DX32,Normalized DPNT,Normalized Elevation,Normalized DPNP, DPNT Class, Elevation Class, DPNP Class, Normalized Latitude, Normalized Longitude, Latitude Class, Longitude Class
COOP:243176,FORT PECK POWER PLAN MT US,630.9,48.0119,-106.4117,1,-16,44,0,13,2.159407886,0.168117102,0.514628726, Very Warm, Normal, Normal,0.221180703,-0.672602824,Central,Central
COOP:093538,FORT STEWART GA US,28,31.8717,-81.6289,1,-195,-30,0,0,-0.411881319,-1.128338769,-1.370257328, Normal, Low, Dry,-0.189353592,1.190481253,Central,East
COOP:094676,JESUP 8 S GA US,30.5,31.5075,-81.8628,1,0,-50,0,1,-1.106824347,-1.122962853,0.683110161, Cold, Low, Normal,-0.198617206,1.17289747,Central,East
COOP:476208,OCONTO 4 W WI US,201.2,44.8919,-87.955,1,-44,-100,0,24,-2.844181918,-0.755895318,0.219786215, Very Cold, Normal, Normal,0.141821897,0.714907218,Central,Central
COOP:028499,TEMPE ASU AZ US,355.7,33.4258,-111.9216,1,0,0,0,0,0.630533223,-0.423663717,0.683110161, Normal, Normal, Normal,-0.149824258,-1.086817802,Central,West
COOP:478349,SUPERIOR US,192,46.7,-92.0167,1,-45,-87,0,29,-2.392468949,-0.775678688,0.209256125, Very Cold, Normal, Normal,0.187811851,0.409562843,Central,Central
COOP:476200,OCONOMOWOC WI US,260.9,43.1002,-88.5036,1,-27,-99,0,27,-2.809434766,-0.627518447,0.39879774, Very Cold, Normal, Normal,0.096249085,0.673665392,Central,Central
COOP:144695,LIBERAL KS US,863.8,37.0222,-100.9294,1,-28,-16,0,5,0.074578801,0.668937424,0.38826765, Normal, Normal, Normal,-0.058347973,-0.260462718,Central,Central
COOP:243113,FORT BENTON MT US,807.4,47.8305,-110.6609,1,30,61,0,6,2.75010946,0.547656762,0.999012852, Very Warm, Normal, Normal,0.216566701,-0.992042793,Central,Central
COOP:243110,FORT ASSINNIBOINE MT US,815.3,48.4982,-109.8014,1,-13,43,0,11,2.124660734,0.564644656,0.546218995, Very Warm, Normal, Normal,0.233549994,-0.927428595,Central,Central
COOP:503368,GOLDSTREAM CREEK AK US,175.9,64.89389,-147.87528,1,0,0,0,29,0.630533223,-0.810299586,0.683110161, Normal, Normal, Normal,0.650582809,-3.789689501,Central,West
COOP:243118,FORT BELKNAP 2 SW MT US,770.2,48.46278,-108.77917,1,0,0,0,11,0.630533223,0.467663134,0.683110161, Normal, Normal, Normal,0.232649068,-0.850580925,Central,Central
COOP:345855,MIAMI OK US,245.4,36.8833,-94.8833,1,103,-27,0,4,-0.307639865,-0.660849125,1.767709399, Normal, Normal, Wet,-0.061880966,0.194061898,Central,Central
COOP:383470,GEORGETOWN CO AIRPORT SC US,9.1,33.3169,-79.3227,1,-166,-34,0,2,-0.550869925,-1.168980693,-1.064884727, Normal, Low, Dry,-0.152594186,1.363853289,Central,East
COOP:478316,MILWAUKEE WSFO DOUSMAN WI US,284.4,42.9675,-88.5497,1,-55,-83,0,25,-2.253480344,-0.576984838,0.103955229, Very Cold, Normal, Normal,0.092873793,0.670199756,Central,Central
COOP:470516,BARABOO WI US,250.9,43.4583,-89.7269,1,-48,-102,0,24,-2.913676221,-0.64902211,0.177665856, Very Cold, Normal, Normal,0.105357543,0.581701984,Central,Central
COOP:137594,SHELDON IA US,432.8,43.1808,-95.8528,1,-52,-15,0,20,0.109325952,-0.257870472,0.135545498, Normal, Normal, Normal,0.098299188,0.121178284,Central,Central
COOP:242409,DILLON WMCE MT US,1593.5,45.2127,-112.6447,1,-24,52,0,4,2.437385097,2.238059747,0.430388009, Very Warm, Very High, Normal,0.14998161,-1.141177927,Central,West
COOP:233601,HANNIBAL WATER WORKS MO US,217,39.7233,-91.3719,1,-67,-67,0,16,-1.697525921,-0.72191953,-0.022405848, Cold, Normal, Normal,0.010355896,0.458036647,Central,Central
COOP:424467,KAMAS 3 NW UT US,1975.4,40.6438,-111.2822,1,-74,5,0,1,0.804268981,3.059284655,-0.096116475, Normal, Very High, Normal,0.033769287,-1.038749951,Central,West
COOP:242404,DILLON AIRPORT MT US,1585,45.2575,-112.5544,1,-26,65,0,4,2.889098065,2.219781633,0.409327829, Very Warm, Very High, Normal,0.151121121,-1.134389489,Central,West
COOP:243142,FORTINE 2 NE MT US,926.6,48.78222,-114.87667,1,0,0,0,0,0.630533223,0.80398043,0.683110161, Normal, Normal, Normal,0.240774189,-1.308969612,Central,West
COOP:468191,SISSONVILLE 1 SW WV US,187.5,38.51667,-81.64528,1,0,0,0,12,0.630533223,-0.785355337,0.683110161, Normal, Normal, Normal,-0.02033536,1.189249862,Central,East
COOP:116080,NEW BOSTON DAM 17 IL US,167,41.1924,-91.0579,1,-60,-66,0,18,-1.66277877,-0.829437847,0.05130478, Cold, Normal, Normal,0.04772321,0.481642067,Central,Central
COOP:345870,MINCO 2 SSW MESONET OK US,429.8,35.27222,-97.95528,1,0,0,0,4,0.630533223,-0.264321571,0.683110161, Normal, Normal, Normal,-0.102859615,-0.036878796,Central,Central
COOP:253735,HEBRON NE US,451.1,40.175,-97.5902,1,-66,-14,0,10,0.144073104,-0.218518768,-0.011875758, Normal, Normal, Normal,0.021845118,-0.009433361,Central,Central
COOP:426869,PINE VIEW DAM UT US,1505.7,41.2578,-111.8378,1,-63,-14,0,18,0.144073104,2.049257582,0.019714511, Normal, Very High, Normal,0.049386693,-1.080518012,Central,West
COOP:301309,CENTERPORT NY US,9.1,40.8838,-73.3722,1,-56,-42,0,16,-0.828847136,-1.168980693,0.093425139, Normal, Low, Normal,0.03987381,1.811191031,Central,East
COOP:507251,PETERSBURG 1 AK US,32.6,56.8055,-132.9372,1,11,77,0,0,3.306063882,-1.118447084,0.798941148, Very Warm, Low, Normal,0.444850446,-2.666696982,Central,West
COOP:425582,MEXICAN HAT UT US,1252.4,37.1497,-109.8675,1,-60,13,0,0,1.082246192,1.504569786,0.05130478, Warm, High, Normal,-0.055104945,-0.932397761,Central,Central
COOP:418924,TERLINGUA TX US,802.5,29.3485,-103.595,1,0,-15,0,0,0.109325952,0.537119967,0.683110161, Normal, Normal, Normal,-0.253532483,-0.460853187,Central,Central
COOP:508375,SEWARD 8 NW AK US,129.2,60.1883,-149.6274,1,0,0,0,0,0.630533223,-0.910721695,0.683110161, Normal, Normal, Normal,0.530893705,-3.921407744,Central,West
COOP:508377,SEWARD 19 N AK US,157.9,60.3538,-149.3483,1,261,122,0,8,4.869685696,-0.849006181,3.43146357, Very Warm, Normal, Very Wet,0.535103283,-3.900425984,Central,West
COOP:665693,MAGUEYES ISLAND US,3.7,17.9722,-67.0461,1,-150,-4,0,0,0.491544618,-1.180592671,-0.896403292, Normal, Low, Normal,-0.542894529,2.286765066,Central,Far East
COOP:035046,MOUNTAIN VIEW AR US,218.2,35.8445,-92.0979,1,-161,-39,0,5,-0.724605682,-0.71933909,-1.012234278, Normal, Normal, Dry,-0.088303379,0.403458511,Central,Central
COOP:138688,WASHINGTON IA US,209.4,41.2824,-91.7078,1,-76,-55,0,17,-1.280560104,-0.738262314,-0.117176655, Cold, Normal, Normal,0.050012407,0.432784862,Central,Central
COOP:505136,KUPARUK AK US,19.5,70.3289,-149.6114,1,-8,53,0,31,2.472132248,-1.146616883,0.598869444, Very Warm, Low, Normal,0.788825086,-3.92020492,Central,West
COOP:368361,SPRINGBORO 3 WNW PA US,306.3,41.8162,-80.4249,1,-39,-75,0,20,-1.975503133,-0.529891815,0.272436664, Cold, Normal, Normal,0.063589884,1.280993755,Central,East
COOP:417458,RAYMONDVILLE TX US,9.4,26.4819,-97.8097,1,0,0,0,0,0.630533223,-1.168335583,0.683110161, Normal, Low, Normal,-0.326445929,-0.025934602,Central,Central
COOP:035036,MOUNTAIN HOME 1 NNW AR US,243.8,36.3458,-92.3939,1,-176,-53,0,8,-1.211065801,-0.664289711,-1.170185624, Cold, Normal, Dry,-0.075552555,0.381206268,Central,Central
COOP:049203,VACAVILLE NUT TREE AIRPORT CA US,33.2,38.3775,-121.9575,1,-467,37,0,0,1.916177826,-1.117156864,-4.234441722, Warm, Low, Very Dry,-0.02387522,-1.841281604,Central,West
COOP:247382,SAVAGE MT US,602,47.4536,-104.3379,1,-28,25,0,13,1.499212009,0.105971514,0.38826765, Warm, Normal, Normal,0.206980055,-0.516701806,Central,Central
COOP:405035,LANCASTER EDGAR EVINS TN US,192,36.0827,-85.826,1,-155,-68,0,0,-1.732273073,-0.775678688,-0.94905374, Cold, Normal, Normal,-0.082244639,0.874957979,Central,Central
COOP:094648,JASPER 1 NNW GA US,446.5,34.4758,-84.4461,1,-372,-104,0,8,-2.983170524,-0.228410453,-3.234083202, Very Cold, Normal, Very Dry,-0.123116968,0.978694027,Central,Central
COOP:081986,CRESTVIEW BOB SIKES AIRPORT FL US,57.9,30.77972,-86.5225,1,-357,-59,0,1,-1.41954871,-1.064042815,-3.076131857, Cold, Low, Very Dry,-0.217128665,0.82259755,Central,Central
COOP:518549,PUU O HOKU RANCH 542.1 HI US,202.7,21.1451,-156.7328,1,0,0,0,0,0.630533223,-0.752669768,0.683110161, Normal, Normal, Normal,-0.462190184,-4.455566822,Central,West
COOP:190770,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,1,-12,-16,0,15,0.074578801,-1.180592671,0.556749085, Normal, Low, Normal,0.077436979,1.988727845,Central,East
COOP:020100,ALAMO DAM AZ US,393.2,34.228,-113.5777,1,-103,29,0,0,1.638200614,-0.343024979,-0.401489076, Warm, Normal, Normal,-0.129419889,-1.211317598,Central,West
COOP:461579,CHARLESTON WSFO WV US,279.8,38.3138,-81.7186,1,-74,-84,0,12,-2.288227495,-0.586876523,-0.096116475, Very Cold, Normal, Normal,-0.025495462,1.183737921,Central,East
COOP:081978,CRESCENT CITY FL US,16.2,29.425,-81.5161,1,190,-48,0,0,-1.037330044,-1.153713092,2.683827202, Cold, Low, Very Wet,-0.251586666,1.198961162,Central,East
COOP:461570,CHARLESTON YEAGER AIRPORT WV US,277.4,38.3794,-81.59,1,-50,-68,0,10,-1.732273073,-0.592037402,0.156605677, Cold, Normal, Normal,-0.023826893,1.193405618,Central,East
COOP:138693,WASHTA IA US,353.6,42.5738,-95.7133,1,0,0,0,14,0.630533223,-0.428179487,0.683110161, Normal, Normal, Normal,0.08285983,0.131665406,Central,Central
COOP:035018,MOUNTAINBURG 2 NE AR US,241.7,35.6494,-94.1541,1,-193,-63,0,6,-1.558537316,-0.668805481,-1.349197148, Cold, Normal, Dry,-0.093265848,0.248880599,Central,Central
COOP:411761,CLARENDON TX US,850.4,34.9414,-100.9126,1,0,-10,0,3,0.283061709,0.640122515,0.683110161, Normal, Normal, Normal,-0.111274192,-0.259199753,Central,Central
COOP:356820,POWERS OR US,70.1,42.8886,-124.0688,1,-640,0,0,0,0.630533223,-1.037808346,-6.056147238, Normal, Low, Very Dry,0.09086693,-2.000001741,Central,West
COOP:099291,WEST POINT GA US,175.3,32.879,-85.1809,1,0,-47,0,1,-1.002582893,-0.811589806,0.683110161, Cold, Normal, Normal,-0.163732398,0.923454337,Central,Central
COOP:042012,CORCORAN IRRIG DIST CA US,61,36.0975,-119.5817,1,-140,46,0,0,2.228902188,-1.05737668,-0.791102395, Very Warm, Low, Normal,-0.081868194,-1.662677283,Central,West
COOP:348900,TISHOMINGO 6 N MESONET OK US,267.9,34.3326,-96.679,1,0,0,0,1,0.630533223,-0.612465883,0.683110161, Normal, Normal, Normal,-0.126759334,0.059067463,Central,Central
COOP:503304,GLENNALLEN KCAM AK US,421.5,62.1086,-145.5328,1,142,210,0,21,7.92743502,-0.282169612,2.178382897, Very Warm, Normal, Very Wet,0.579737524,-3.613590061,Central,West
COOP:205390,MERRILL 1 N MI US,203.6,43.4155,-83.2894,1,0,0,0,25,0.630533223,-0.750734439,0.683110161, Normal, Normal, Normal,0.104268903,1.06565068,Central,East
COOP:067958,STAFFORDVILLE CT US,224.3,41.9984,-72.2606,1,-31,-27,0,18,-0.307639865,-0.706221855,0.356677381, Normal, Normal, Normal,0.068224235,1.894757225,Central,East
COOP:036928,SUBIACO AR US,152.4,35.3028,-93.6369,1,-142,-56,0,5,-1.315307256,-0.860833196,-0.812162574, Cold, Normal, Normal,-0.102081797,0.287761883,Central,Central
COOP:252680,ELSMERE NE US,808.9,42.1717,-100.0106,1,-35,11,0,8,1.012751889,0.550882311,0.314557022, Warm, Normal, Normal,0.07263221,-0.191390553,Central,Central
COOP:167738,RED RIVER RESEARCH STATION LA US,47.2,32.4219,-93.638,1,-350,-41,0,1,-0.794099984,-1.087051735,-3.002421229, Normal, Low, Very Dry,-0.175358972,0.287679189,Central,Central
COOP:247342,SAND CREEK MT US,887,47.5775,-108.7272,1,9,50,0,9,2.367890794,0.718825923,0.777880969, Very Warm, Normal, Normal,0.210131516,-0.846674002,Central,Central
COOP:036920,STUTTGART 9 ESE AR US,60.4,34.4744,-91.4172,1,-165,-38,0,3,-0.68985853,-1.0586669,-1.054354637, Normal, Low, Dry,-0.123152578,0.454631152,Central,Central
COOP:020159,ALPINE AZ US,2453.6,33.8492,-109.1469,1,0,3,0,0,0.734774678,4.087589843,0.683110161, Normal, Very High, Normal,-0.139054862,-0.878225578,Central,Central
COOP:348879,TIPTON 4 S OK US,386.8,34.43972,-99.1375,1,0,0,0,2,0.630533223,-0.356787324,0.683110161, Normal, Normal, Normal,-0.124034681,-0.125753954,Central,Central
COOP:511303,HAWAII VOL NATIONAL PARK HQ 54 HI US,1210.4,19.4297,-155.2562,1,0,0,0,0,0.630533223,1.4142544,0.683110161, Normal, High, Normal,-0.505822266,-4.344561207,Central,West
COOP:340830,BLANCHARD 2 SSW OK US,388.6,35.11833,-97.67,1,-146,-10,0,4,0.283061709,-0.352916664,-0.854282933, Normal, Normal, Normal,-0.106773887,-0.015432445,Central,Central
COOP:354622,LA GRANDE OR US,839.7,45.3167,-118.0747,1,17,11,0,1,1.012751889,0.617113595,0.862121686, Warm, Normal, Normal,0.152626904,-1.549386303,Central,West
COOP:343628,GOODWELL RESEARCH STATION OK US,999.1,36.5913,-101.618,1,-27,-4,0,4,0.491544618,0.959881991,0.39879774, Normal, Normal, Normal,-0.069308137,-0.312229253,Central,Central
COOP:190736,EAST MILTON BLUE HILL OBSERVATORY MA US,190.5,42.2123,-71.1137,1,0,0,0,16,0.630533223,-0.778904238,0.683110161, Normal, Normal, Normal,0.073664892,1.980977149,Central,East
COOP:138706,WATERLOO MUNICIPAL AIRPORT IA US,264.6,42.5544,-92.4011,1,-17,-85,0,22,-2.322974647,-0.619562091,0.504098637, Very Cold, Normal, Normal,0.082366381,0.380664997,Central,Central
COOP:247425,SCOBEY 4 NW MT US,723.6,48.8306,-105.4758,1,-34,44,0,14,2.159407886,0.367456062,0.325087112, Very Warm, Normal, Normal,0.242004759,-0.602245141,Central,Central
COOP:232981,FORT LEONARD WOOD MO US,325.5,37.748,-92.1049,1,0,-40,0,7,-0.759352833,-0.488604781,0.683110161, Normal, Normal, Normal,-0.039886877,0.402932276,Central,Central
COOP:664614,HUMACAO NATURAL RESERVE US,2.7,18.1505,-66.7719,1,0,0,0,0,0.630533223,-1.182743038,0.683110161, Normal, Low, Normal,-0.538359377,2.307378461,Central,Far East
COOP:143153,GOODLAND RENNER FIELD KS US,1114.3,39.36722,-101.69333,1,19,4,0,6,0.769521829,1.207604194,0.883181865, Normal, High, Normal,0.001298818,-0.317892299,Central,Central
COOP:368400,SPRINGTOWN 1 NNE PA US,262.1,40.5711,-75.2781,1,27,-55,0,17,-1.280560104,-0.624938007,0.967422583, Cold, Normal, Normal,0.031920125,1.667912147,Central,East
COOP:354606,LACOMB 3 NNE OR US,158.5,44.6253,-122.7189,1,-277,-19,0,0,-0.029662653,-0.847715961,-2.233724682, Normal, Normal, Very Dry,0.135040789,-1.898520988,Central,West
COOP:049152,U C L A CA US,131.1,34.0697,-118.4427,1,-395,58,0,0,2.645868005,-0.906635999,-3.476275265, Very Warm, Normal, Very Dry,-0.133446331,-1.577051254,Central,West
COOP:511339,HAWI 168 HI US,176.8,20.2402,-155.8388,1,0,0,0,0,0.630533223,-0.808364257,0.683110161, Normal, Normal, Normal,-0.485206782,-4.388359034,Central,West
COOP:418996,THOMPSONS 3 WSW TX US,21.3,29.4821,-95.6314,1,-314,-10,0,0,0.283061709,-1.142746224,-2.623338, Normal, Low, Very Dry,-0.250134298,0.137822361,Central,Central
COOP:096838,PATTERSON GA US,32,31.3781,-82.1292,1,0,-35,0,1,-0.585617076,-1.119737304,0.683110161, Normal, Low, Normal,-0.201908562,1.152870452,Central,East
COOP:411810,CLEVELAND TX US,59.7,30.3637,-95.084,1,-317,-49,0,0,-1.072077196,-1.060172156,-2.654928269, Cold, Low, Very Dry,-0.227710348,0.178973975,Central,Central
COOP:245144,LOLO HOT SPRINGS MT US,1272.5,46.7258,-114.533,1,0,0,0,3,0.630533223,1.54779215,0.683110161, Normal, High, Normal,0.188468088,-1.283133705,Central,West
COOP:122620,ELNORA IN US,145.7,38.87,-87.09167,1,0,0,0,10,0.630533223,-0.87524065,0.683110161, Normal, Normal, Normal,-0.011348229,0.779809343,Central,Central
COOP:445880,MUSTOE 1 SW VA US,725.4,38.3311,-79.6586,1,-129,-77,0,14,-2.044997435,0.371326721,-0.675271408, Very Cold, Normal, Normal,-0.025055428,1.338601504,Central,East
COOP:130923,BRITT IA US,378,43.1016,-93.8013,1,0,-57,0,21,-1.350054407,-0.375710548,0.683110161, Cold, Normal, Normal,0.096284695,0.275402867,Central,Central
COOP:033734,JONESBORO 2 NE AR US,94.5,35.849,-90.6589,1,-112,-43,0,7,-0.863594287,-0.985339407,-0.496259884, Normal, Normal, Normal,-0.088188919,0.511637489,Central,Central
COOP:042081,COVELO CA US,430.7,39.8158,-123.2444,1,0,0,0,0,0.630533223,-0.262386241,0.683110161, Normal, Normal, Normal,0.012708681,-1.938026237,Central,West
COOP:294862,LAS VEGAS WASTE WATER PLANT NM US,1935.2,35.5677,-105.213,1,0,0,0,0,0.630533223,2.972839928,0.683110161, Normal, Very High, Normal,-0.095343929,-0.582488758,Central,Central
COOP:049122,UKIAH CA US,193.9,39.1466,-123.2102,1,0,0,0,0,0.630533223,-0.771592992,0.683110161, Normal, Normal, Normal,-0.004312766,-1.935455201,Central,West
COOP:132110,DECORAH IA US,262.1,43.3043,-91.7952,1,-16,-79,0,25,-2.114491738,-0.624938007,0.514628726, Very Cold, Normal, Normal,0.101440474,0.426214436,Central,Central
COOP:259193,WESTON 3 NW NE US,406.9,41.2211,-96.7775,1,-63,-22,0,14,-0.133904108,-0.31356496,0.019714511, Normal, Normal, Normal,0.04845321,0.051662578,Central,Central
COOP:338025,STEUBENVILLE OH US,302.4,40.3765,-80.6283,1,-66,-75,0,16,-1.975503133,-0.538278244,-0.011875758, Cold, Normal, Normal,0.026970374,1.265702855,Central,East
COOP:423348,GRANTSVILLE 2 W UT US,1386.8,40.602,-112.5076,1,4,11,0,6,1.012751889,1.793579023,0.72523052, Warm, High, Normal,0.032706082,-1.130871229,Central,West
COOP:418942,TEXARKANA TX US,118.9,33.4368,-94.0773,1,-275,-43,0,2,-0.863594287,-0.932870468,-2.212664503, Normal, Normal, Very Dry,-0.149544468,0.254654154,Central,Central
COOP:369050,UNIONTOWN 1 NE PA US,291.4,39.915,-79.7191,1,-103,-65,0,13,-1.628031618,-0.561932273,-0.401489076, Cold, Normal, Normal,0.015231884,1.334053326,Central,East
COOP:143100,GLEN ELDER LAKE KS US,457.2,39.5038,-98.315,1,-36,0,0,6,0.630533223,-0.205401533,0.304026933, Normal, Normal, Normal,0.0047728,-0.063921285,Central,Central
COOP:245153,LOMA 1 WNW MT US,785.8,47.9362,-110.5023,1,31,38,0,9,1.950924977,0.501208849,1.009542942, Warm, Normal, Wet,0.219255235,-0.980119801,Central,Central
COOP:049111,TWITCHELL DAM CA US,177.4,34.988,-120.3211,1,-404,38,0,0,1.950924977,-0.807074037,-3.571046072, Warm, Normal, Very Dry,-0.110088897,-1.718262785,Central,West
COOP:411800,CLEBURNE TX US,238.7,32.3138,-97.4061,1,0,-26,0,1,-0.272892713,-0.67525658,0.683110161, Normal, Normal, Normal,-0.178108551,0.004406632,Central,Central
COOP:193505,HAVERHILL MA US,6.1,42.7594,-71.0602,1,-31,-12,0,17,0.213567407,-1.175431792,0.356677381, Normal, Low, Normal,0.087580662,1.984999091,Central,East
COOP:248902,WHITEFISH MT US,944.9,48.408,-114.3594,1,67,14,0,15,1.116993343,0.843332135,1.38862617, Warm, Normal, Wet,0.231255711,-1.270083066,Central,West
COOP:369042,UNION CITY FILTRATION PLANT PA US,426.7,41.9004,-79.861,1,0,0,0,22,0.630533223,-0.270987707,0.683110161, Normal, Normal, Normal,0.065731555,1.323385781,Central,East
COOP:010655,BELLE MINA AL US,183.8,34.6891,-86.8819,1,-239,-75,0,6,-1.975503133,-0.793311692,-1.833581274, Cold, Normal, Dry,-0.117691573,0.795579117,Central,Central
COOP:021282,CAREFREE AZ US,771.1,33.8161,-111.9019,1,-190,31,0,0,1.707694917,0.469598463,-1.317606879, Warm, Normal, Dry,-0.139896777,-1.085336825,Central,West
COOP:295937,MOSQUERO 1 NE NM US,1665.7,35.8022,-103.9438,1,-35,16,0,2,1.186487646,2.393316198,0.314557022, Warm, Very High, Normal,-0.089379301,-0.487074749,Central,Central
COOP:132171,DENISON IA US,427,42.0363,-95.3288,1,-57,-67,0,16,-1.697525921,-0.270342597,0.082895049, Cold, Normal, Normal,0.069188241,0.160570768,Central,Central
COOP:248930,WHITE SULPHUR SPRNGS 2 MT US,1536.2,46.5436,-110.9,1,-36,27,0,5,1.568706312,2.114843756,0.304026933, Warm, Very High, Normal,0.183833737,-1.010017494,Central,West
COOP:043191,FORT ROSS CA US,34.1,38.515,-123.2447,1,-679,0,0,0,0.630533223,-1.115221535,-6.466820736, Normal, Low, Very Dry,-0.020377837,-1.93804879,Central,West
COOP:242421,DIVIDE MT US,1630.7,45.751,-112.7547,1,6,55,0,6,2.541626551,2.318053375,0.746290699, Very Warm, Very High, Normal,0.163673548,-1.149447342,Central,West
COOP:302953,FORT PLAIN NY US,93,42.9383,-74.6228,1,0,0,0,0,0.630533223,-0.988564957,0.683110161, Normal, Normal, Normal,0.092131076,1.717175305,Central,East
COOP:422253,DUCHESNE UT US,1682.5,40.1677,-110.395,1,-49,42,0,10,2.089913583,2.429442352,0.167135767, Very Warm, Very High, Normal,0.021659438,-0.972053363,Central,Central
COOP:668812,SAN JUAN L M MARIN INTERNATIONAL AIRPORT US,2.7,18.4325,-66.01083,1,-122,26,2,0,1.53395916,-1.182743038,-0.60156078, Warm, Low, Normal,-0.531186562,2.364593037,Central,Far East
COOP:137669,SIDNEY 1 SSE IA US,347.5,40.736,-95.643,1,-64,-36,0,13,-0.620364227,-0.441296721,0.009184421, Normal, Normal, Normal,0.036114441,0.136950313,Central,Central
COOP:248957,WIBAUX 2 E MT US,821.7,46.9878,-104.1567,1,-16,10,0,17,0.978004738,0.578407001,0.514628726, Normal, Normal, Normal,0.195132193,-0.503079825,Central,Central
COOP:668814,WEATHER FORECAST OFFICE SAN JUAN US,3,18.4312,-65.9917,1,0,0,0,0,0.630533223,-1.182097928,0.683110161, Normal, Low, Normal,-0.531219628,2.366031164,Central,Far East
COOP:137664,SIBLEY 3 NE IA US,466,43.4047,-95.7483,1,5,-44,0,21,-0.898341439,-0.186478309,0.73576061, Normal, Normal, Normal,0.1039942,0.129034228,Central,Central
COOP:446999,RADFROD 3 N VA US,548.6,37.2008,-80.5864,1,-160,-48,0,10,-1.037330044,-0.008858049,-1.001704189, Cold, Normal, Dry,-0.05380519,1.26885275,Central,East
COOP:295968,MOUNTAINAIR 8 NW NM US,2033.6,34.6241,-106.3102,1,0,18,0,1,1.255981949,3.184435977,0.683110161, Warm, Very High, Normal,-0.119344881,-0.66497241,Central,Central
COOP:137678,SIGOURNEY IA US,243.8,41.3328,-92.1975,1,-90,-72,0,16,-1.871261678,-0.664289711,-0.26459791, Cold, Normal, Normal,0.051294357,0.395970932,Central,Central
COOP:295960,MOUNTAIN PARK NM US,2073.9,32.9539,-105.8226,1,-101,-7,0,0,0.387303164,3.271095741,-0.380428897, Normal, Very High, Normal,-0.161827278,-0.62831635,Central,Central
