Station, Station Name, Elevation, Latitude, Longitude, Date, DPNP, DPNT, DT90, DX32, Z (temp), Z (Elevation), Z (precip.),Temperature,Elevation,Precipitation,NORMALIZED LATITUDE,NORMALIZED LONGITUTE
COOP:468191,SISSONVILLE 1 SW WV US,187.5,38.51667,-81.64528,5,0,0,0,0,-0.343078138,-0.784459196,0.161716802, Normal, Normal, Normal,-0.019932905,1.188686699
COOP:116080,NEW BOSTON DAM 17 IL US,167,41.1924,-91.0579,5,-280,1,1,0,-0.258144241,-0.828558182,-2.398990772, Normal, Normal, Very Dry,0.048149284,0.481030958
COOP:345870,MINCO 2 SSW MESONET OK US,429.8,35.27222,-97.95528,5,0,0,6,0,-0.343078138,-0.2632307,0.161716802, Normal, Normal, Normal,-0.102485801,-0.037525039
COOP:253735,HEBRON NE US,451.1,40.175,-97.5902,5,-189,-1,3,0,-0.428012035,-0.217410778,-1.56676081, Normal, Normal, Dry,0.022262211,-0.010077744
COOP:426869,PINE VIEW DAM UT US,1505.7,41.2578,-111.8378,5,-165,1,0,0,-0.258144241,2.051213127,-1.34727159, Normal, Very High, Dry,0.049813344,-1.081234971
COOP:301309,CENTERPORT NY US,9.1,40.8838,-73.3722,5,221,16,0,0,1.015864214,-1.168227928,2.182846708, Warm, Low, Very Wet,0.04029716,1.810670011
COOP:507251,PETERSBURG 1 AK US,32.6,56.8055,-132.9372,5,-324,35,0,0,2.629608258,-1.117675433,-2.801387676, Very Warm, Low, Very Dry,0.445414341,-2.667521418
COOP:425582,MEXICAN HAT UT US,1252.4,37.1497,-109.8675,5,-20,-13,7,0,-1.4472188,1.50632176,-0.021190882, Cold, High, Normal,-0.054714558,-0.933104683
COOP:418924,TERLINGUA TX US,802.5,29.3485,-103.595,5,-42,-14,24,0,-1.532152697,0.538510367,-0.222389334, Cold, Normal, Normal,-0.253210959,-0.461528158
COOP:508375,SEWARD 8 NW AK US,129.2,60.1883,-149.6274,5,14,46,0,0,3.563881126,-0.909872408,0.28975218, Very Warm, Normal, Normal,0.531487462,-3.922317197
COOP:508377,SEWARD 19 N AK US,157.9,60.3538,-149.3483,5,0,0,0,0,-0.343078138,-0.848133829,0.161716802, Normal, Normal, Normal,0.5356985,-3.901334015
COOP:665693,MAGUEYES ISLAND US,3.7,17.9722,-67.0461,5,-96,-11,2,0,-1.277351006,-1.179844246,-0.716240081, Cold, Low, Normal,-0.542673427,2.286276269
COOP:035046,MOUNTAIN VIEW AR US,218.2,35.8445,-92.0979,5,129,-2,0,0,-0.512945932,-0.718418276,1.341471362, Normal, Normal, Wet,-0.087924513,0.402842105
COOP:138688,WASHINGTON IA US,209.4,41.2824,-91.7078,5,-329,9,0,0,0.421326935,-0.737348573,-2.847114597, Normal, Normal, Very Dry,0.050439275,0.432170443
COOP:505136,KUPARUK AK US,19.5,70.3289,-149.6114,5,68,55,0,12,4.328286199,-1.14585576,0.783602927, Very Warm, Low, Normal,0.789508357,-3.921114291
COOP:368361,SPRINGBORO 3 WNW PA US,306.3,41.8162,-80.4249,5,105,10,0,0,0.506260832,-0.528900198,1.121982142, Normal, Normal, Wet,0.064021465,1.280436809
COOP:417458,RAYMONDVILLE TX US,9.4,26.4819,-97.8097,5,40,-35,11,0,-3.315764535,-1.167582577,0.527532169, Very Cold, Low, Normal,-0.32614971,-0.026580103
COOP:035036,MOUNTAIN HOME 1 NNW AR US,243.8,36.3458,-92.3939,5,-104,-2,1,0,-0.512945932,-0.663348324,-0.789403154, Normal, Normal, Normal,-0.075169264,0.380588354
COOP:049203,VACAVILLE NUT TREE AIRPORT CA US,33.2,38.3775,-121.9575,5,-70,14,7,0,0.84599642,-1.116384731,-0.478460092, Normal, Low, Normal,-0.023473994,-1.84205011
COOP:247382,SAVAGE MT US,602,47.4536,-104.3379,5,28,-2,0,0,-0.512945932,0.107200778,0.417787559, Normal, Normal, Normal,0.207461399,-0.517380561
COOP:405035,LANCASTER EDGAR EVINS TN US,192,36.0827,-85.826,5,-412,17,0,0,1.100798112,-0.774778931,-3.606181485, Warm, Normal, Very Dry,-0.081863671,0.874373521
COOP:094648,JASPER 1 NNW GA US,446.5,34.4758,-84.4461,5,91,-7,0,0,-0.937615418,-0.22730616,0.993946763, Normal, Normal, Normal,-0.122750184,0.978116597
COOP:081986,CRESTVIEW BOB SIKES AIRPORT FL US,57.9,30.77972,-86.5225,5,248,7,10,0,0.251459141,-1.063250831,2.429772081, Normal, Low, Very Wet,-0.216794508,0.822009543
COOP:518549,PUU O HOKU RANCH 542.1 HI US,205.4,21.1447,-156.7329,5,0,-1,0,0,-0.428012035,-0.745953253,0.161716802, Normal, Normal, Normal,-0.461951252,-4.456519987
COOP:190770,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,5,-63,8,0,0,0.336393038,-1.179844246,-0.414442402, Normal, Low, Normal,0.077873365,1.988218854
COOP:020100,ALAMO DAM AZ US,393.2,34.228,-113.5777,5,-10,11,24,0,0.591194729,-0.341963523,0.07026296, Normal, Normal, Normal,-0.129055292,-1.21204342
COOP:461579,CHARLESTON WSFO WV US,279.8,38.3138,-81.7186,5,-234,13,0,0,0.761062523,-0.585906203,-1.978303099, Normal, Normal, Dry,-0.025094799,1.183174385
COOP:081978,CRESCENT CITY FL US,16.2,29.425,-81.5161,5,198,1,4,0,-0.258144241,-1.152954621,1.972502871, Normal, Low, Wet,-0.251264467,1.198398657
COOP:461570,CHARLESTON YEAGER AIRPORT WV US,277.4,38.3794,-81.59,5,-243,15,0,0,0.930930317,-0.591069011,-2.060611557, Normal, Normal, Very Dry,-0.02342565,1.192842738
COOP:138693,WASHTA IA US,353.6,42.5738,-95.7133,5,0,0,1,0,-0.343078138,-0.427149855,0.161716802, Normal, Normal, Normal,0.083298098,0.131030583
COOP:035018,MOUNTAINBURG 2 NE AR US,241.7,35.6494,-94.1541,5,-98,-26,2,0,-2.551359462,-0.667865781,-0.734530849, Very Cold, Normal, Normal,-0.092888704,0.248253718
COOP:411761,CLARENDON TX US,850.4,34.9414,-100.9126,5,-35,3,11,0,-0.088276447,0.641551412,-0.158371645, Normal, Normal, Normal,-0.110903298,-0.25986106
COOP:356820,POWERS OR US,70.1,42.8886,-124.0688,5,-65,0,0,0,-0.343078138,-1.037006557,-0.432733171, Normal, Low, Normal,0.091307977,-2.000781002
COOP:099291,WEST POINT GA US,175.3,32.879,-85.1809,5,0,0,0,0,-0.343078138,-0.81070347,0.161716802, Normal, Normal, Normal,-0.163379709,0.922873165
COOP:042012,CORCORAN IRRIG DIST CA US,61,36.0975,-119.5817,5,-26,31,16,0,2.28987267,-1.056582204,-0.076063187, Very Warm, Low, Normal,-0.081487094,-1.663433688
COOP:348900,TISHOMINGO 6 N MESONET OK US,267.9,34.3326,-96.679,5,0,0,1,0,-0.343078138,-0.611505126,0.161716802, Normal, Normal, Normal,-0.126393814,0.058427721
COOP:503304,GLENNALLEN KCAM AK US,421.5,62.1086,-145.5328,5,-61,41,0,0,3.139211641,-0.281085411,-0.396151634, Very Warm, Normal, Normal,0.580348232,-3.614478657
COOP:205390,MERRILL 1 N MI US,203.6,43.4155,-83.2894,5,0,0,0,0,-0.343078138,-0.749825359,0.161716802, Normal, Normal, Normal,0.104714601,1.065079143
COOP:067958,STAFFORDVILLE CT US,224.3,41.9984,-72.2606,5,102,-11,0,0,-1.277351006,-0.705296139,1.094545989, Cold, Normal, Wet,0.068657424,1.894241867
COOP:036928,SUBIACO AR US,152.4,35.3028,-93.6369,5,222,-20,2,0,-2.041756079,-0.859965264,2.191992092, Very Cold, Normal, Very Wet,-0.101707713,0.287137637
COOP:252680,ELSMERE NE US,808.9,42.1717,-100.0106,5,-254,-6,5,0,-0.852681521,0.552277856,-2.161210783, Normal, Normal, Very Dry,0.073066928,-0.192047265
COOP:167738,RED RIVER RESEARCH STATION LA US,47.2,32.4219,-93.638,5,108,-16,1,0,-1.702020491,-1.08626835,1.149418294, Cold, Low, Wet,-0.175010318,0.287054937
COOP:247342,SAND CREEK MT US,887,47.5775,-108.7272,5,-160,-2,0,0,-0.512945932,0.720284234,-1.301544669, Normal, Normal, Dry,0.210613953,-0.847375116
COOP:036920,STUTTGART 9 ESE AR US,60.4,34.4744,-91.4172,5,71,3,0,0,-0.088276447,-1.057872906,0.811039079, Normal, Low, Normal,-0.122785806,0.454018213
COOP:020159,ALPINE AZ US,2453.6,33.8492,-109.1469,5,-46,0,0,0,-0.343078138,4.090307191,-0.258970871, Normal, Very High, Normal,-0.138693609,-0.878928829
COOP:348879,TIPTON 4 S OK US,386.8,34.43972,-99.1375,5,0,0,13,0,-0.343078138,-0.355731011,0.161716802, Normal, Normal, Normal,-0.123668216,-0.126406219
COOP:511303,HAWAII VOL NATIONAL PARK HQ 54 HI US,1210.4,19.4297,-155.2562,5,0,0,0,0,-0.343078138,1.415972619,0.161716802, Normal, High, Normal,-0.505588299,-4.345499333
COOP:340830,BLANCHARD 2 SSW OK US,388.6,35.11833,-97.67,5,-358,5,4,0,0.081591347,-0.351858905,-3.112330738, Normal, Normal, Very Dry,-0.106401431,-0.016077235
COOP:354622,LA GRANDE OR US,839.7,45.3167,-118.0747,5,0,14,0,0,0.84599642,0.618533892,0.161716802, Normal, Normal, Normal,0.153089384,-1.550135031
COOP:343628,GOODWELL RESEARCH STATION OK US,999.1,36.5913,-101.618,5,119,19,8,0,1.270665906,0.961430394,1.25001752, Warm, Normal, Wet,-0.068922678,-0.312894154
COOP:190736,EAST MILTON BLUE HILL OBSERVATORY MA US,190.5,42.2123,-71.1137,5,0,0,0,0,-0.343078138,-0.778005686,0.161716802, Normal, Normal, Normal,0.074099969,1.980467633
COOP:138706,WATERLOO MUNICIPAL AIRPORT IA US,264.6,42.5544,-92.4011,5,-187,-4,0,0,-0.682813726,-0.618603987,-1.548470042, Normal, Normal, Dry,0.082804478,0.380047046
COOP:247425,SCOBEY 4 NW MT US,723.6,48.8306,-105.4758,5,12,-7,1,0,-0.937615418,0.368783053,0.271461412, Normal, Normal, Normal,0.242498258,-0.602929693
COOP:232981,FORT LEONARD WOOD MO US,325.5,37.748,-92.1049,5,0,26,2,0,1.865203185,-0.487597733,0.161716802, Warm, Normal, Normal,-0.039491208,0.402315833
COOP:664614,HUMACAO NATURAL RESERVE US,2.7,18.1505,-66.7719,5,0,0,0,0,-0.343078138,-1.181995416,0.161716802, Normal, Low, Normal,-0.538136701,2.306891061
COOP:143153,GOODLAND RENNER FIELD KS US,1114.3,39.36722,-101.69333,5,-120,0,1,0,-0.343078138,1.20924518,-0.935729301, Normal, High, Normal,0.00170878,-0.318557583
COOP:368400,SPRINGTOWN 1 NNE PA US,262.1,40.5711,-75.2781,5,520,16,0,0,1.015864214,-0.623981913,4.91731658, Warm, Normal, Very Wet,0.032340714,1.667381418
COOP:354606,LACOMB 3 NNE OR US,158.5,44.6253,-122.7189,5,-89,17,1,0,1.100798112,-0.846843127,-0.652222391, Warm, Normal, Normal,0.135497166,-1.899293373
COOP:049152,U C L A CA US,131.1,34.0697,-118.4427,5,-31,58,5,0,4.58308789,-0.905785185,-0.121790108, Very Warm, Normal, Normal,-0.133083131,-1.577801857
COOP:511339,HAWI 168 HI US,176.8,20.2402,-155.8388,5,0,0,0,0,-0.343078138,-0.807476715,0.161716802, Normal, Normal, Normal,-0.48496566,-4.389300127
COOP:418996,THOMPSONS 3 WSW TX US,21.3,29.4821,-95.6314,5,357,-14,5,0,-1.532152697,-1.141983654,3.426618957, Cold, Low, Very Wet,-0.249811595,0.137187955
COOP:096838,PATTERSON GA US,32,31.3781,-82.1292,5,0,21,12,0,1.4405337,-1.118966135,0.161716802, Warm, Low, Normal,-0.201569122,1.152304824
COOP:411810,CLEVELAND TX US,59.7,30.3637,-95.084,5,541,-32,0,0,-3.060962844,-1.059378725,5.109369648, Very Cold, Low, Very Wet,-0.227379863,0.178342358
COOP:245144,LOLO HOT SPRINGS MT US,1272.5,46.7258,-114.533,5,0,0,0,0,-0.343078138,1.549560278,0.161716802, Normal, High, Normal,0.188943007,-1.283864393
COOP:122620,ELNORA IN US,145.7,38.87,-87.09167,5,0,0,0,0,-0.343078138,-0.874378103,0.161716802, Normal, Normal, Normal,-0.010942656,0.779218438
COOP:445880,MUSTOE 1 SW VA US,725.4,38.3311,-79.6586,5,-5,8,0,0,0.336393038,0.372655159,0.115989881, Normal, Normal, Normal,-0.024654612,1.338048461
COOP:130923,BRITT IA US,378,43.1016,-93.8013,5,0,0,0,0,-0.343078138,-0.374661307,0.161716802, Normal, Normal, Normal,0.096727622,0.274777784
COOP:033734,JONESBORO 2 NE AR US,94.5,35.849,-90.6589,5,92,7,5,0,0.251459141,-0.984518008,1.003092147, Normal, Normal, Wet,-0.087810013,0.511028413
COOP:042081,COVELO CA US,430.7,39.8158,-123.2444,5,0,0,0,0,-0.343078138,-0.261294647,0.161716802, Normal, Normal, Normal,0.013122603,-1.938801299
COOP:294862,LAS VEGAS WASTE WATER PLANT NM US,1935.2,35.5677,-105.213,5,0,0,0,0,-0.343078138,2.975140652,0.161716802, Normal, Very High, Normal,-0.094967507,-0.583171971
COOP:049122,UKIAH CA US,193.9,39.1466,-123.2102,5,0,0,0,0,-0.343078138,-0.770691708,0.161716802, Normal, Normal, Normal,-0.003904751,-1.936230089
COOP:132110,DECORAH IA US,262.1,43.3043,-91.7952,5,-272,-3,0,0,-0.597879829,-0.623981913,-2.325827698, Normal, Normal, Very Dry,0.10188519,0.425599572
COOP:259193,WESTON 3 NW NE US,406.9,41.2211,-96.7775,5,217,1,1,0,-0.258144241,-0.312492493,2.146265171, Normal, Normal, Very Wet,0.048879537,0.051022334
COOP:338025,STEUBENVILLE OH US,302.4,40.3765,-80.6283,5,85,-10,0,0,-1.192417109,-0.537289761,0.939074458, Cold, Normal, Normal,0.027389245,1.265144873
COOP:423348,GRANTSVILLE 2 W UT US,1386.8,40.602,-112.5076,5,-56,20,2,0,1.355599803,1.795439011,-0.350424713, Warm, High, Normal,0.033126945,-1.1315916
COOP:418942,TEXARKANA TX US,118.9,33.4368,-94.0773,5,74,-15,1,0,-1.617086594,-0.93202946,0.838475232, Cold, Normal, Normal,-0.149186855,0.254027665
COOP:369050,UNIONTOWN 1 NE PA US,291.4,39.915,-79.7191,5,34,16,1,0,1.015864214,-0.560952631,0.472659864, Warm, Normal, Normal,0.015646682,1.333499975
COOP:143100,GLEN ELDER LAKE KS US,457.2,39.5038,-98.315,5,-257,4,1,0,-0.00334255,-0.204288641,-2.188646935, Normal, Normal, Very Dry,0.005183968,-0.064569361
COOP:245153,LOMA 1 WNW MT US,785.8,47.9362,-110.5023,5,-95,-11,1,0,-1.277351006,0.502585828,-0.707094696, Cold, Normal, Normal,0.219740838,-0.980829957
COOP:049111,TWITCHELL DAM CA US,177.4,34.988,-120.3211,5,-38,8,6,0,0.336393038,-0.806186013,-0.185807798, Normal, Normal, Normal,-0.109717592,-1.719022956
COOP:411800,CLEBURNE TX US,238.7,32.3138,-97.4061,5,240,-17,3,0,-1.786954388,-0.674319291,2.356609007, Cold, Normal, Very Wet,-0.177760851,0.003763187
COOP:193505,HAVERHILL MA US,6.1,42.7594,-71.0602,5,-177,5,0,0,0.081591347,-1.174681438,-1.4570162, Normal, Low, Dry,0.088020568,1.984489848
COOP:248902,WHITEFISH MT US,944.9,48.408,-114.3594,5,-98,9,0,0,0.421326935,0.844836979,-0.734530849, Normal, Normal, Normal,0.231745479,-1.270812869
COOP:369042,UNION CITY FILTRATION PLANT PA US,426.7,41.9004,-79.861,5,0,0,0,0,-0.343078138,-0.269899327,0.161716802, Normal, Normal, Normal,0.066163878,1.322831707
COOP:010655,BELLE MINA AL US,183.8,34.6891,-86.8819,5,-204,3,0,0,-0.088276447,-0.792418525,-1.703941573, Normal, Normal, Dry,-0.117322906,0.79498928
COOP:021282,CAREFREE AZ US,771.1,33.8161,-111.9019,5,0,0,11,0,-0.343078138,0.470963629,0.161716802, Normal, Normal, Normal,-0.139535816,-1.086054111
COOP:295937,MOSQUERO 1 NE NM US,1665.7,35.8022,-103.9438,5,137,-10,0,0,-1.192417109,2.395400331,1.414634436, Cold, Very High, Wet,-0.089000808,-0.487751496
COOP:132171,DENISON IA US,427,42.0363,-95.3288,5,126,-26,1,0,-2.551359462,-0.269253976,1.31403521, Very Cold, Normal, Wet,0.069621764,0.159937904
COOP:248930,WHITE SULPHUR SPRNGS 2 MT US,1536.2,46.5436,-110.9,5,-77,-3,0,0,-0.597879829,2.116823813,-0.542477781, Normal, Very High, Normal,0.184307047,-1.010729675
COOP:043191,FORT ROSS CA US,34.1,38.515,-123.2447,5,-126,0,0,0,-0.343078138,-1.114448678,-0.990601606, Normal, Low, Normal,-0.019975397,-1.938823853
COOP:242421,DIVIDE MT US,1630.7,45.751,-112.7547,5,-146,12,0,0,0.676128626,2.32010938,-1.17350929, Normal, Very High, Dry,0.164139862,-1.150168971
COOP:302953,FORT PLAIN NY US,93,42.9383,-74.6228,5,0,0,0,0,-0.343078138,-0.987744763,0.161716802, Normal, Normal, Normal,0.092572561,1.716647914
COOP:422253,DUCHESNE UT US,1682.5,40.1677,-110.395,5,-35,2,0,0,-0.173210344,2.431539987,-0.158371645, Normal, Very High, Normal,0.022076467,-0.972762972
COOP:668812,SAN JUAN L M MARIN INTERNATIONAL AIRPORT US,2.7,18.4325,-66.01083,5,299,-7,5,0,-0.937615418,-1.181995416,2.896186674, Normal, Low, Very Wet,-0.530961397,2.364109514
COOP:137669,SIDNEY 1 SSE IA US,347.5,40.736,-95.643,5,-234,10,1,0,0.506260832,-0.440271993,-1.978303099, Normal, Normal, Dry,0.036536486,0.136315849
COOP:248957,WIBAUX 2 E MT US,821.7,46.9878,-104.1567,5,24,-6,0,0,-0.852681521,0.579812832,0.381206022, Normal, Normal, Normal,0.195609424,-0.503757657
COOP:668814,WEATHER FORECAST OFFICE SAN JUAN US,3,18.4312,-65.9917,5,0,0,4,0,-0.343078138,-1.181350065,0.161716802, Normal, Low, Normal,-0.530994474,2.365547738
COOP:137664,SIBLEY 3 NE IA US,466,43.4047,-95.7483,5,-227,-6,1,0,-0.852681521,-0.185358345,-1.91428541, Normal, Normal, Dry,0.104439802,0.128399227
COOP:446999,RADFROD 3 N VA US,548.6,37.2008,-80.5864,5,-82,30,0,0,2.204938773,-0.007671701,-0.588204702, Very Warm, Normal, Normal,-0.053414352,1.268294982
COOP:295968,MOUNTAINAIR 8 NW NM US,2033.6,34.6241,-106.3102,5,0,-20,0,0,-2.041756079,3.186815782,0.161716802, Very Cold, Very High, Normal,-0.118976788,-0.665661212
COOP:137678,SIGOURNEY IA US,243.8,41.3328,-92.1975,5,-189,-1,0,0,-0.428012035,-0.663348324,-1.56676081, Normal, Normal, Dry,0.05172167,0.395354018
COOP:295960,MOUNTAIN PARK NM US,2073.9,32.9539,-105.8226,5,-86,-44,0,0,-4.080169608,3.273507934,-0.624786239, Very Cold, Very High, Normal,-0.161473928,-0.629002668
COOP:160103,ALEXANDRIA 5 SSE LA US,25.9,31.2488,-92.4488,5,-221,-8,0,0,-1.022549315,-1.132088272,-1.859413104, Cold, Low, Dry,-0.204859076,0.376460884
COOP:043182,FORT JONES RNG STATION CA US,830.6,41.6,-122.8478,5,0,0,2,0,-0.343078138,0.598958245,0.161716802, Normal, Normal, Normal,0.058520398,-1.90898428
COOP:506147,NABESNA AK US,890,62.3977,-142.9966,5,-8,18,0,0,1.185732009,0.726737744,0.088553728, Warm, Normal, Normal,0.587704191,-3.423803108
COOP:295965,MOUNTAINAIR NM US,1987.3,34.5208,-106.2605,5,-41,-20,0,0,-2.041756079,3.08721661,-0.21324395, Very Cold, Very High, Normal,-0.121605188,-0.661924687
COOP:462622,EAST LYNN LAKE WV US,201.8,38.1436,-82.3828,5,0,0,0,0,-0.343078138,-0.753697465,0.161716802, Normal, Normal, Normal,-0.029425426,1.133238773
COOP:043157,FORT BIDWELL CA US,1444.4,41.8715,-120.1574,5,-91,22,0,0,1.525467597,1.919346405,-0.67051316, Warm, High, Normal,0.065428537,-1.70671573
COOP:116011,NASHVILLE 1 E IL US,156.4,38.343,-89.3586,5,-166,7,0,0,0.251459141,-0.851360584,-1.356416974, Normal, Normal, Dry,-0.024351824,0.608787035
