Station, Station Name, Elevation, Latitude, Longitude, Date, DPNP, DPNT, DT90, DX32, Z (temp), Z (Elevation), Z (precip.),Temperature,Elevation,Precipitation,NORMALIZED LATITUDE,NORMALIZED LONGITUTE
COOP:253755,HEMINGFORD NE US,1301.5,42.3208,-103.0733,7,-206,-19,8,0,-0.438657803,1.60888199,-1.651083075, Normal, High, Dry,0.606398368,-0.4210217
COOP:144665,LEOTI 1 SE KS US,1009.5,38.4795,-101.3657,7,270,-16,13,0,-0.299183017,0.981275563,2.486821427, Normal, Normal, Very Wet,-0.166269257,-0.292612849
COOP:300785,BOONVILLE 4 SSW NY US,472.4,43.4361,-75.3697,7,71,-8,0,0,0.072749745,-0.173133384,0.756899167, Normal, Normal, Normal,0.830738097,1.662245726
COOP:166660,NEW ORLEANS INTERNATIONAL AIRPORT LA US,1.2,29.9933,-90.2511,7,-144,-9,18,0,0.02625815,-1.185901017,-1.11211232, Normal, Low, Dry,-1.873246582,0.543187702
COOP:154202,JACKSON JULIAN CARROLL AIRPORT KY US,416.1,37.59139,-83.31444,7,112,-28,2,0,-0.857082161,-0.294141061,1.113315311, Normal, Normal, Wet,-0.344910302,1.064813694
COOP:154208,JAMESTOWN KY US,271.3,37.0055,-85.0616,7,-28,-42,4,0,-1.507964495,-0.605365071,-0.103715425, Cold, Normal, Normal,-0.46276057,0.933429992
COOP:243176,FORT PECK POWER PLAN MT US,630.9,48.0119,-106.4117,7,-119,-8,16,0,0.072749745,0.167536544,-0.894785403, Normal, Normal, Normal,1.75114851,-0.672064163
COOP:093538,FORT STEWART GA US,28,31.8717,-81.6289,7,-197,4,26,0,0.630648889,-1.128298783,-1.572845385, Normal, Low, Dry,-1.495411249,1.191563668
COOP:094676,JESUP 8 S GA US,30.5,31.5075,-81.8628,7,0,-1,16,0,0.398190912,-1.12292544,0.139690722, Normal, Low, Normal,-1.568669143,1.173974753
COOP:476208,OCONTO 4 W WI US,201.2,44.8919,-87.955,7,-231,-27,1,0,-0.810590566,-0.7560336,-1.868409992, Normal, Normal, Dry,1.123568526,0.715850834
COOP:028499,TEMPE ASU AZ US,355.7,33.4258,-111.9216,7,-79,-13,27,0,-0.159708232,-0.423961021,-0.547062336, Normal, Normal, Normal,-1.182808027,-1.086400032
COOP:478349,SUPERIOR US,192,46.7,-92.0167,7,-157,-7,1,0,0.11924134,-0.775807501,-1.225122317, Normal, Normal, Dry,1.487263195,0.410417341
COOP:476200,OCONOMOWOC WI US,260.9,43.1002,-88.5036,7,-202,-39,1,0,-1.36848971,-0.627718176,-1.616310768, Cold, Normal, Dry,0.763172675,0.674596971
COOP:144695,LIBERAL KS US,863.8,37.0222,-100.9294,7,-21,-22,19,0,-0.578132589,0.66811715,-0.042863888, Normal, Normal, Normal,-0.459401408,-0.25980377
COOP:243113,FORT BENTON MT US,807.4,47.8305,-110.6609,7,-117,25,14,0,1.60697239,0.546894539,-0.87739925, Warm, Normal, Normal,1.714660366,-0.991597362
COOP:243110,FORT ASSINNIBOINE MT US,815.3,48.4982,-109.8014,7,-159,-2,8,0,0.351699317,0.563874301,-1.242508471, Normal, Normal, Dry,1.848966505,-0.926964306
COOP:503368,GOLDSTREAM CREEK AK US,175.9,64.89389,-147.87528,7,0,0,0,0,0.444682508,-0.810411828,0.139690722, Normal, Normal, Normal,5.14691742,-3.790060582
COOP:243118,FORT BELKNAP 2 SW MT US,770.2,48.46278,-108.77917,7,0,0,5,0,0.444682508,0.466939199,0.139690722, Normal, Normal, Normal,1.841841863,-0.850094207
COOP:345855,MIAMI OK US,245.4,36.8833,-94.8833,7,-60,-47,12,0,-1.740422472,-0.661032901,-0.381893879, Cold, Normal, Normal,-0.487340786,0.194853501
COOP:383470,GEORGETOWN CO AIRPORT SC US,9.1,33.3169,-79.3227,7,552,-12,14,0,-0.113216636,-1.168921254,4.938269052, Normal, Low, Very Wet,-1.204712982,1.364986304
COOP:478316,MILWAUKEE WSFO DOUSMAN WI US,284.4,42.9675,-88.5497,7,-185,-37,0,0,-1.275506519,-0.577208755,-1.468528464, Cold, Normal, Dry,0.736480411,0.671130323
COOP:470516,BARABOO WI US,250.9,43.4583,-89.7269,7,-323,0,1,0,0.444682508,-0.649211547,-2.668173047, Normal, Normal, Very Dry,0.83520357,0.582606723
COOP:137594,SHELDON IA US,432.8,43.1808,-95.8528,7,-244,-46,0,0,-1.693930877,-0.258247132,-1.981419989, Cold, Normal, Dry,0.779385158,0.121948616
COOP:242409,DILLON WMCE MT US,1593.5,45.2127,-112.6447,7,-55,22,8,0,1.467497604,2.236488418,-0.338428495, Warm, Very High, Normal,1.188096622,-1.140776022
COOP:233601,HANNIBAL WATER WORKS MO US,217,39.7233,-91.3719,7,-224,-48,2,0,-1.786914067,-0.722074074,-1.807558455, Cold, Normal, Dry,0.083917917,0.458905294
COOP:424467,KAMAS 3 NW UT US,1975.4,40.6438,-111.2822,7,30,18,10,0,1.281531223,3.05732025,0.400483023, Warm, Very High, Normal,0.269074127,-1.038318152
COOP:242404,DILLON AIRPORT MT US,1585,45.2575,-112.5544,7,-57,23,3,0,1.5139892,2.218219053,-0.355814649, Warm, Very High, Normal,1.197108027,-1.133985603
COOP:243142,FORTINE 2 NE MT US,926.6,48.78222,-114.87667,7,0,0,0,0,0.444682508,0.803095519,0.139690722, Normal, Normal, Normal,1.906096398,-1.308616678
COOP:468191,SISSONVILLE 1 SW WV US,187.5,38.51667,-81.64528,7,0,0,3,0,0.444682508,-0.785479518,0.139690722, Normal, Normal, Normal,-0.158792607,1.190331917
COOP:116080,NEW BOSTON DAM 17 IL US,167,41.1924,-91.0579,7,89,-51,0,0,-1.926388853,-0.829540928,0.913374547, Cold, Normal, Normal,0.379423607,0.482517603
COOP:345870,MINCO 2 SSW MESONET OK US,429.8,35.27222,-97.95528,7,0,0,17,0,0.444682508,-0.264695143,0.139690722, Normal, Normal, Normal,-0.811405388,-0.036154594
COOP:253735,HEBRON NE US,451.1,40.175,-97.5902,7,-128,-32,9,0,-1.043048542,-0.218914264,-0.973023093, Cold, Normal, Normal,0.174776211,-0.008701149
COOP:426869,PINE VIEW DAM UT US,1505.7,41.2578,-111.8378,7,-44,12,15,0,1.002581651,2.047776622,-0.242804652, Warm, Very High, Normal,0.392578649,-1.080098403
COOP:301309,CENTERPORT NY US,9.1,40.8838,-73.3722,7,-48,-4,1,0,0.258716126,-1.168921254,-0.277576959, Normal, Low, Normal,0.31734951,1.812454604
COOP:507251,PETERSBURG 1 AK US,32.6,56.8055,-132.9372,7,347,17,0,0,1.235039628,-1.118411832,3.156188332, Warm, Low, Very Wet,3.519958555,-2.66674031
COOP:425582,MEXICAN HAT UT US,1252.4,37.1497,-109.8675,7,-38,30,31,0,1.839430367,1.50334954,-0.190646192, Warm, High, Normal,-0.43375511,-0.931934922
COOP:418924,TERLINGUA TX US,802.5,29.3485,-103.595,7,-98,9,30,0,0.863106865,0.536362787,-0.712230793, Normal, Normal, Normal,-2.002946446,-0.460252725
COOP:508375,SEWARD 8 NW AK US,129.2,60.1883,-149.6274,7,198,7,0,0,0.770123675,-0.91078587,1.860919906, Normal, Normal, Wet,4.200400083,-3.921817267
COOP:508377,SEWARD 19 N AK US,157.9,60.3538,-149.3483,7,0,0,0,0,0.444682508,-0.849099896,0.139690722, Normal, Normal, Normal,4.233689983,-3.900829384
COOP:665693,MAGUEYES ISLAND US,3.7,17.9722,-67.0461,7,-237,-2,16,0,0.351699317,-1.180527674,-1.920568452, Normal, Low, Dry,-4.29125996,2.288167438
COOP:035046,MOUNTAIN VIEW AR US,218.2,35.8445,-92.0979,7,56,-52,7,0,-1.972880449,-0.71949487,0.626503017, Cold, Normal, Normal,-0.696292737,0.404311228
COOP:138688,WASHINGTON IA US,209.4,41.2824,-91.7078,7,54,-47,0,0,-1.740422472,-0.738409036,0.609116863, Cold, Normal, Normal,0.397526876,0.433646138
COOP:505136,KUPARUK AK US,19.5,70.3289,-149.6114,7,20,-35,0,0,-1.182523328,-1.146568148,0.313552256, Cold, Low, Normal,6.240155717,-3.920614092
COOP:368361,SPRINGBORO 3 WNW PA US,306.3,41.8162,-80.4249,7,-26,-25,0,0,-0.717607375,-0.530138273,-0.086329272, Normal, Normal, Normal,0.504899374,1.282102586
COOP:417458,RAYMONDVILLE TX US,9.4,26.4819,-97.8097,7,0,0,19,0,0.444682508,-1.168276452,0.139690722, Normal, Low, Normal,-2.57955567,-0.025207206
COOP:035036,MOUNTAIN HOME 1 NNW AR US,243.8,36.3458,-92.3939,7,51,-56,5,0,-2.15884683,-0.664471841,0.583037633, Very Cold, Normal, Normal,-0.59545753,0.382052491
COOP:049203,VACAVILLE NUT TREE AIRPORT CA US,33.2,38.3775,-121.9575,7,4,14,22,0,1.095564842,-1.11712223,0.174463029, Warm, Low, Normal,-0.186786295,-1.841084029
COOP:247382,SAVAGE MT US,602,47.4536,-104.3379,7,-187,-10,12,0,-0.020233446,0.105420702,-1.485914618, Normal, Normal, Dry,1.638847899,-0.516117644
COOP:405035,LANCASTER EDGAR EVINS TN US,192,36.0827,-85.826,7,93,-43,0,0,-1.554456091,-0.775807501,0.948146854, Cold, Normal, Normal,-0.648379419,0.875948307
COOP:094648,JASPER 1 NNW GA US,446.5,34.4758,-84.4461,7,0,0,0,0,0.444682508,-0.228801214,0.139690722, Normal, Normal, Normal,-0.971603225,0.97971463
COOP:081986,CRESTVIEW BOB SIKES AIRPORT FL US,57.9,30.77972,-86.5225,7,-330,-4,24,0,0.258716126,-1.064033604,-2.729024584, Normal, Low, Very Dry,-1.71506022,0.823572595
COOP:518549,PUU O HOKU RANCH 542.1 HI US,205.4,21.1447,-156.7329,7,0,0,0,0,0.444682508,-0.747006384,0.139690722, Normal, Normal, Normal,-3.653119736,-4.456139763
COOP:190770,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,7,113,7,4,0,0.770123675,-1.180527674,1.122008388, Normal, Low, Wet,0.614404035,1.990043234
COOP:020100,ALAMO DAM AZ US,393.2,34.228,-113.5777,7,46,5,31,0,0.677140484,-0.343360881,0.53957225, Normal, Normal, Normal,-1.021447558,-1.210936164
COOP:461579,CHARLESTON WSFO WV US,279.8,38.3138,-81.7186,7,-3,-26,7,0,-0.764098971,-0.587095706,0.113611492, Normal, Normal, Normal,-0.199599387,1.184818368
COOP:081978,CRESCENT CITY FL US,16.2,29.425,-81.5161,7,163,-12,13,0,-0.113216636,-1.15366096,1.556662222, Normal, Low, Wet,-1.987558667,1.200046051
COOP:461570,CHARLESTON YEAGER AIRPORT WV US,277.4,38.3794,-81.59,7,50,-23,7,0,-0.624624185,-0.592254115,0.574344557, Normal, Normal, Normal,-0.186404115,1.194488887
COOP:138693,WASHTA IA US,353.6,42.5738,-95.7133,7,0,0,1,0,0.444682508,-0.428474629,0.139690722, Normal, Normal, Normal,0.657288668,0.132438798
COOP:035018,MOUNTAINBURG 2 NE AR US,241.7,35.6494,-94.1541,7,140,-47,12,0,-1.740422472,-0.668985448,1.356721458, Cold, Normal, Wet,-0.7355366,0.249688201
COOP:411761,CLARENDON TX US,850.4,34.9414,-100.9126,7,200,-38,20,0,-1.321998114,0.639316033,1.878306059, Cold, Normal, Wet,-0.877948981,-0.258540437
COOP:356820,POWERS OR US,70.1,42.8886,-124.0688,7,9,0,0,0,0.444682508,-1.037811692,0.217928412, Normal, Low, Normal,0.720609879,-1.999850489
COOP:099291,WEST POINT GA US,175.3,32.879,-85.1809,7,0,0,0,0,0.444682508,-0.811701431,0.139690722, Normal, Normal, Normal,-1.292795442,0.924458819
COOP:042012,CORCORAN IRRIG DIST CA US,61,36.0975,-119.5817,7,0,35,30,0,2.071888343,-1.057370659,0.139690722, Very Warm, Low, Normal,-0.645402437,-1.662427581
COOP:348900,TISHOMINGO 6 N MESONET OK US,267.9,34.3326,-96.679,7,0,0,7,0,0.444682508,-0.612672817,0.139690722, Normal, Normal, Normal,-1.000407537,0.059819667
COOP:503304,GLENNALLEN KCAM AK US,421.5,62.1086,-145.5328,7,23,-5,0,0,0.212224531,-0.282534641,0.339631486, Normal, Normal, Normal,4.586663494,-3.613909746
COOP:205390,MERRILL 1 N MI US,203.6,43.4155,-83.2894,7,0,0,0,0,0.444682508,-0.750875191,0.139690722, Normal, Normal, Normal,0.82659446,1.066696663
COOP:067958,STAFFORDVILLE CT US,224.3,41.9984,-72.2606,7,49,-6,0,0,0.165732936,-0.706383914,0.56565148, Normal, Normal, Normal,0.541548436,1.896045187
COOP:036928,SUBIACO AR US,152.4,35.3028,-93.6369,7,301,-50,12,0,-1.879897258,-0.86092125,2.756306804, Cold, Normal, Very Wet,-0.8052543,0.288580833
COOP:252680,ELSMERE NE US,808.9,42.1717,-100.0106,7,-23,-30,9,0,-0.950065352,0.550118544,-0.060250041, Normal, Normal, Normal,0.576407286,-0.190711446
COOP:167738,RED RIVER RESEARCH STATION LA US,47.2,32.4219,-93.638,7,-37,-31,19,0,-0.996556947,-1.087031511,-0.181953115, Normal, Low, Normal,-1.384739933,0.288498115
COOP:247342,SAND CREEK MT US,887,47.5775,-108.7272,7,-182,18,15,0,1.281531223,0.71798177,-1.442449234, Warm, Normal, Dry,1.663770066,-0.846186144
COOP:036920,STUTTGART 9 ESE AR US,60.4,34.4744,-91.4172,7,-118,-43,8,0,-1.554456091,-1.058660261,-0.886092327, Cold, Low, Normal,-0.971884831,0.455498804
COOP:020159,ALPINE AZ US,2453.6,33.8492,-109.1469,7,234,23,0,0,1.5139892,4.085133242,2.173870667, Warm, Very High, Very Wet,-1.097642205,-0.877746928
COOP:348879,TIPTON 4 S OK US,386.8,34.43972,-99.1375,7,0,0,19,0,0.444682508,-0.357116638,0.139690722, Normal, Normal, Normal,-0.978860624,-0.125055691
COOP:511303,HAWAII VOL NATIONAL PARK HQ 54 HI US,1210.4,19.4297,-155.2562,7,550,0,0,0,0.444682508,1.413077382,4.920882899, Normal, High, Very Wet,-3.99808758,-4.345094231
COOP:340830,BLANCHARD 2 SSW OK US,388.6,35.11833,-97.67,7,-70,-12,21,0,-0.113216636,-0.353247831,-0.468824646, Normal, Normal, Normal,-0.842359966,-0.014701984
COOP:354622,LA GRANDE OR US,839.7,45.3167,-118.0747,7,-46,54,23,0,2.955228654,0.616318126,-0.260190805, Very Warm, Normal, Normal,1.209015955,-1.549103537
COOP:343628,GOODWELL RESEARCH STATION OK US,999.1,36.5913,-101.618,7,52,-16,19,0,-0.299183017,0.958922457,0.59173071, Normal, Normal, Normal,-0.546075836,-0.311585414
COOP:190736,EAST MILTON BLUE HILL OBSERVATORY MA US,190.5,42.2123,-71.1137,7,0,0,1,0,0.444682508,-0.779031507,0.139690722, Normal, Normal, Normal,0.584573871,1.982290275
COOP:138706,WATERLOO MUNICIPAL AIRPORT IA US,264.6,42.5544,-92.4011,7,-377,-47,1,0,-1.740422472,-0.619765629,-3.137599188, Cold, Normal, Very Dry,0.653386407,0.381511062
COOP:247425,SCOBEY 4 NW MT US,723.6,48.8306,-105.4758,7,0,0,0,0,0.444682508,0.366780091,0.139690722, Normal, Normal, Normal,1.915827911,-0.601685946
COOP:232981,FORT LEONARD WOOD MO US,325.5,37.748,-92.1049,7,0,-26,11,0,-0.764098971,-0.488871001,0.139690722, Normal, Normal, Normal,-0.313408603,0.403784839
COOP:664614,HUMACAO NATURAL RESERVE US,2.7,18.1505,-66.7719,7,0,0,3,0,0.444682508,-1.182677011,0.139690722, Normal, Low, Normal,-4.255395373,2.30878685
COOP:143153,GOODLAND RENNER FIELD KS US,1114.3,39.36722,-101.69333,7,-140,-16,13,0,-0.299183017,1.206526089,-1.077340014, Normal, High, Dry,0.01229334,-0.317250113
COOP:368400,SPRINGTOWN 1 NNE PA US,262.1,40.5711,-75.2781,7,128,-11,1,0,-0.066725041,-0.625138972,1.252404538, Normal, Normal, Wet,0.254450708,1.669133903
COOP:354606,LACOMB 3 NNE OR US,158.5,44.6253,-122.7189,7,-18,26,7,0,1.653463986,-0.847810294,-0.016784658, Warm, Normal, Normal,1.069942621,-1.898340119
COOP:049152,U C L A CA US,131.1,34.0697,-118.4427,7,-2,26,0,0,1.653463986,-0.90670213,0.122304569, Warm, Normal, Normal,-1.053289197,-1.576776561
COOP:511339,HAWI 168 HI US,176.8,20.2402,-155.8388,7,0,0,0,0,0.444682508,-0.808477425,0.139690722, Normal, Normal, Normal,-3.835057587,-4.38890484
COOP:418996,THOMPSONS 3 WSW TX US,21.3,29.4821,-95.6314,7,-150,8,27,0,0.81661527,-1.142699341,-1.16427078, Normal, Low, Dry,-1.976073149,0.13859755
COOP:096838,PATTERSON GA US,32,31.3781,-82.1292,7,0,17,26,0,1.235039628,-1.119701434,0.139690722, Warm, Low, Normal,-1.594697621,1.153941889
COOP:411810,CLEVELAND TX US,59.7,30.3637,-95.084,7,41,-17,18,0,-0.345674613,-1.060164797,0.496106866, Normal, Low, Normal,-1.798741574,0.179761175
COOP:245144,LOLO HOT SPRINGS MT US,1272.5,46.7258,-114.533,7,0,0,0,0,0.444682508,1.546551215,0.139690722, Normal, High, Normal,1.492452799,-1.282773231
COOP:122620,ELNORA IN US,145.7,38.8701,-87.0917,7,0,0,1,0,0.444682508,-0.875321808,0.139690722, Normal, Normal, Normal,-0.087701071,0.780769645
COOP:445880,MUSTOE 1 SW VA US,725.4,38.3311,-79.6586,7,-100,-34,0,0,-1.136031733,0.370648898,-0.729616946, Cold, Normal, Normal,-0.196119536,1.339727149
COOP:130923,BRITT IA US,378,43.1016,-93.8013,7,0,0,0,0,0.444682508,-0.376030804,0.139690722, Normal, Normal, Normal,0.763454281,0.27621821
COOP:033734,JONESBORO 2 NE AR US,94.5,35.849,-90.6589,7,-106,-41,10,0,-1.4614729,-0.985367867,-0.781775406, Cold, Normal, Normal,-0.695387573,0.512521779
COOP:042081,COVELO CA US,430.7,39.8158,-123.2444,7,0,0,0,0,0.444682508,-0.26276074,0.139690722, Normal, Normal, Normal,0.102524054,-1.937856898
COOP:294862,LAS VEGAS WASTE WATER PLANT NM US,1935.2,35.5677,-105.213,7,0,0,0,0,0.444682508,2.970916899,0.139690722, Normal, Very High, Normal,-0.751970346,-0.581923796
COOP:049122,UKIAH CA US,193.9,39.1466,-123.2102,7,0,0,0,0,0.444682508,-0.771723761,0.139690722, Normal, Normal, Normal,-0.032083806,-1.935285111
COOP:132110,DECORAH IA US,262.1,43.3043,-91.7952,7,-319,-38,1,0,-1.321998114,-0.625138972,-2.63340074, Cold, Normal, Very Dry,0.804226866,0.427073795
COOP:259193,WESTON 3 NW NE US,406.9,41.2211,-96.7775,7,-334,-50,2,0,-1.879897258,-0.313914963,-2.76379689, Cold, Normal, Very Dry,0.385196538,0.052412621
COOP:338025,STEUBENVILLE OH US,302.4,40.3765,-80.6283,7,38,-33,0,0,-1.089540138,-0.538520688,0.470027636, Cold, Normal, Normal,0.215307418,1.266807224
COOP:423348,GRANTSVILLE 2 W UT US,1386.8,40.602,-112.5076,7,-4,20,24,0,1.374514414,1.792220443,0.104918416, Warm, High, Normal,0.260666164,-1.130466317
COOP:418942,TEXARKANA TX US,118.9,33.4368,-94.0773,7,-102,-37,18,0,-1.275506519,-0.932924042,-0.7470031, Cold, Normal, Normal,-1.180595405,0.255463441
COOP:369050,UNIONTOWN 1 NE PA US,291.4,39.915,-79.7191,7,-11,-13,2,0,-0.159708232,-0.562163395,0.044066879, Normal, Normal, Normal,0.122477879,1.335177643
COOP:143100,GLEN ELDER LAKE KS US,457.2,39.5038,-98.315,7,-231,0,11,0,0.444682508,-0.205803307,-1.868409992, Normal, Normal, Dry,0.039766056,-0.063204976
COOP:245153,LOMA 1 WNW MT US,785.8,47.9362,-110.5023,7,-82,18,16,0,1.281531223,0.500468858,-0.573141566, Warm, Normal, Normal,1.735921649,-0.97967089
COOP:049111,TWITCHELL DAM CA US,177.4,34.988,-120.3211,7,-2,-18,0,0,-0.392166208,-0.807187823,0.122304569, Normal, Normal, Normal,-0.868575511,-1.718029306
COOP:411800,CLEBURNE TX US,238.7,32.3138,-97.4061,7,-138,-24,25,0,-0.67111578,-0.67543346,-1.05995386, Normal, Normal, Dry,-1.40648397,0.005142884
COOP:193505,HAVERHILL MA US,6.1,42.7594,-71.0602,7,202,9,2,0,0.863106865,-1.175369265,1.895692213, Normal, Low, Wet,0.694621631,1.986313391
COOP:248902,WHITEFISH MT US,944.9,48.408,-114.3594,7,0,0,0,0,0.444682508,0.842428387,0.139690722, Normal, Normal, Normal,1.830823007,-1.269718783
COOP:369042,UNION CITY FILTRATION PLANT PA US,426.7,41.9004,-79.861,7,0,0,0,0,0.444682508,-0.271358088,0.139690722, Normal, Normal, Normal,0.521835988,1.324506985
COOP:010655,BELLE MINA AL US,183.8,34.6891,-86.8819,7,65,-39,5,0,-1.36848971,-0.793432065,0.704740707, Cold, Normal, Normal,-0.928698478,0.796546277
COOP:021282,CAREFREE AZ US,771.1,33.8161,-111.9019,7,-37,7,27,0,0.770123675,0.468873602,-0.181953115, Normal, Normal, Normal,-1.104300185,-1.084918623
COOP:295937,MOSQUERO 1 NE NM US,1665.7,35.8022,-103.9438,7,459,-7,12,0,0.11924134,2.391670555,4.129812921, Normal, Very High, Very Wet,-0.704801273,-0.48648194
COOP:132171,DENISON IA US,427,42.0363,-95.3288,7,150,-74,0,0,-2.995695545,-0.270713287,1.443652225, Very Cold, Normal, Wet,0.549171924,0.161352597
COOP:248930,WHITE SULPHUR SPRNGS 2 MT US,1536.2,46.5436,-110.9,7,-112,20,0,0,1.374514414,2.113331403,-0.833933866, Warm, Very High, Normal,1.455803737,-1.009577309
COOP:043191,FORT ROSS CA US,34.1,38.515,-123.2447,7,42,14,0,0,1.095564842,-1.115187827,0.504799943, Warm, Low, Normal,-0.159128524,-1.937879457
COOP:242421,DIVIDE MT US,1630.7,45.751,-112.7547,7,-79,18,2,0,1.281531223,2.316443758,-0.547062336, Warm, Very High, Normal,1.296374284,-1.14904785
COOP:302953,FORT PLAIN NY US,93,42.9383,-74.6228,7,0,0,0,0,0.444682508,-0.988591872,0.139690722, Normal, Normal, Normal,0.730606906,1.718411439
COOP:422253,DUCHESNE UT US,1682.5,40.1677,-110.395,7,-21,10,9,0,0.909598461,2.427779418,-0.042863888, Normal, Very High, Normal,0.173307835,-0.971602098
COOP:668812,SAN JUAN L M MARIN INTERNATIONAL AIRPORT US,2.7,18.4325,-66.01083,7,-150,16,23,0,1.188548032,-1.182677011,-1.16427078, Warm, Low, Dry,-4.198671797,2.366018124
COOP:137669,SIDNEY 1 SSE IA US,347.5,40.736,-95.643,7,-111,-31,9,0,-0.996556947,-0.441585585,-0.82524079, Normal, Normal, Normal,0.28761992,0.137725248
COOP:248957,WIBAUX 2 E MT US,821.7,46.9878,-104.1567,7,-86,-26,5,0,-0.764098971,0.577630059,-0.607913873, Normal, Normal, Normal,1.545153426,-0.502491687
COOP:668814,WEATHER FORECAST OFFICE SAN JUAN US,3,18.4312,-65.9917,7,0,0,17,0,0.444682508,-1.18203221,0.139690722, Normal, Low, Normal,-4.198933289,2.36745667
COOP:137664,SIBLEY 3 NE IA US,466,43.4047,-95.7483,7,-115,-38,0,0,-1.321998114,-0.186889141,-0.860013096, Cold, Normal, Normal,0.824422068,0.129806853
COOP:446999,RADFROD 3 N VA US,548.6,37.2008,-80.5864,7,-77,-18,3,0,-0.392166208,-0.009353898,-0.529676182, Normal, Normal, Normal,-0.423476477,1.269958038
COOP:295968,MOUNTAINAIR 8 NW NM US,2033.6,34.6241,-106.3102,7,0,13,10,0,1.049073247,3.182411668,0.139690722, Warm, Very High, Normal,-0.941773061,-0.664431522
COOP:137678,SIGOURNEY IA US,243.8,41.3328,-92.1975,7,364,-56,1,0,-2.15884683,-0.664471841,3.303970636, Very Cold, Normal, Very Wet,0.407664706,0.396821464
COOP:295960,MOUNTAIN PARK NM US,2073.9,32.9539,-105.8226,7,194,-9,1,0,0.02625815,3.269029952,1.826147599, Normal, Very High, Wet,-1.2777295,-0.627764764
COOP:160103,ALEXANDRIA 5 SSE LA US,25.9,31.2488,-92.4488,7,-8,-8,20,0,0.072749745,-1.132812391,0.070146109, Normal, Low, Normal,-1.620705983,0.377924096
COOP:043182,FORT JONES RNG STATION CA US,830.6,41.6,-122.8478,7,0,0,16,0,0.444682508,0.596759159,0.139690722, Normal, Normal, Normal,0.4614113,-1.908033197
COOP:506147,NABESNA AK US,890,62.3977,-142.9966,7,16,-11,0,0,-0.066725041,0.724429781,0.278779949, Normal, Normal, Normal,4.644815216,-3.42319147
COOP:295965,MOUNTAINAIR NM US,1987.3,34.5208,-106.2605,7,269,6,9,0,0.723632079,3.082897361,2.478128351, Normal, Very High, Very Wet,-0.962551591,-0.660694159
COOP:462622,EAST LYNN LAKE WV US,201.8,38.1436,-82.3828,7,0,0,3,0,0.444682508,-0.754743998,0.139690722, Normal, Normal, Normal,-0.233834679,1.134871566
COOP:043157,FORT BIDWELL CA US,1444.4,41.8715,-120.1574,7,7,71,24,0,3.745585774,1.916022259,0.200542259, Very Warm, High, Normal,0.516022827,-1.705719322
COOP:116011,NASHVILLE 1 E IL US,156.4,38.343,-89.3586,7,-333,-50,4,0,-1.879897258,-0.852323901,-2.755103814, Cold, Normal, Very Dry,-0.193725882,0.610302307
COOP:021248,CANYON DE CHELLY AZ US,1709.9,36.1533,-109.5394,7,52,25,29,0,1.60697239,2.486671254,0.59173071, Warm, Very High, Normal,-0.63417841,-0.907262315
COOP:137613,SHENANDOAH IA US,297.2,40.7672,-95.38,7,-100,-42,6,0,-1.507964495,-0.54969724,-0.729616946, Cold, Normal, Normal,0.29389572,0.157502437
